epoch	train.loss	train.mjpeg_acc	train.noise_acc	train.raw_acc	val.mjpeg_acc	val.noise_acc	val.psnr	val.quantized_acc	val.raw_acc	val.ssim
1	2.088	0.504	0.503	0.503	0.496	0.5	42.09	0.498	0.498	0.958
2	2.079	0.506	0.504	0.505	0.506	0.506	42.095	0.507	0.506	0.959
3	2.076	0.516	0.514	0.516	0.529	0.527	42.044	0.531	0.527	0.961
4	2.063	0.539	0.533	0.538	0.551	0.543	42.008	0.551	0.548	0.965
5	2.056	0.547	0.539	0.545	0.554	0.547	41.997	0.554	0.552	0.967
6	2.046	0.556	0.549	0.554	0.557	0.55	41.986	0.557	0.554	0.971
7	2.043	0.557	0.547	0.555	0.561	0.552	41.979	0.561	0.559	0.968
8	2.035	0.558	0.55	0.555	0.549	0.546	41.976	0.552	0.547	0.969
9	2.025	0.555	0.548	0.552	0.547	0.545	41.984	0.546	0.546	0.967
10	2.016	0.554	0.549	0.553	0.552	0.548	41.981	0.554	0.554	0.966
11	2.005	0.559	0.554	0.559	0.562	0.558	41.982	0.561	0.56	0.965
12	1.999	0.568	0.56	0.566	0.575	0.564	41.983	0.575	0.571	0.965
13	1.985	0.576	0.568	0.574	0.585	0.571	41.983	0.585	0.583	0.962
14	1.973	0.584	0.575	0.582	0.587	0.577	41.982	0.588	0.587	0.964
15	1.957	0.594	0.584	0.592	0.6	0.591	41.979	0.601	0.599	0.963
16	1.944	0.599	0.589	0.597	0.601	0.592	41.979	0.603	0.6	0.964
17	1.93	0.607	0.594	0.606	0.616	0.604	41.98	0.617	0.614	0.963
18	1.915	0.611	0.601	0.61	0.62	0.61	41.979	0.619	0.617	0.963
19	1.903	0.616	0.604	0.614	0.618	0.609	41.98	0.62	0.619	0.963
20	1.894	0.619	0.606	0.617	0.615	0.61	41.979	0.617	0.616	0.962
21	1.881	0.62	0.609	0.618	0.619	0.608	41.98	0.622	0.619	0.962
22	1.87	0.621	0.609	0.62	0.629	0.614	41.982	0.631	0.627	0.959
23	1.852	0.63	0.616	0.628	0.627	0.615	41.982	0.63	0.627	0.959
24	1.838	0.634	0.619	0.632	0.631	0.617	41.98	0.636	0.632	0.961
25	1.826	0.639	0.625	0.638	0.613	0.605	41.983	0.617	0.613	0.96
26	1.821	0.639	0.626	0.638	0.651	0.638	41.982	0.653	0.649	0.959
27	1.797	0.648	0.632	0.646	0.645	0.629	41.982	0.648	0.644	0.96
28	1.783	0.651	0.637	0.65	0.645	0.634	41.983	0.647	0.642	0.959
29	1.781	0.652	0.635	0.651	0.657	0.639	41.983	0.661	0.658	0.956
30	1.76	0.658	0.638	0.658	0.665	0.639	41.984	0.67	0.666	0.957
31	1.739	0.665	0.642	0.666	0.671	0.648	41.984	0.672	0.67	0.956
32	1.715	0.673	0.645	0.676	0.673	0.647	41.986	0.678	0.675	0.956
33	1.704	0.675	0.646	0.678	0.676	0.647	41.985	0.684	0.682	0.957
34	1.689	0.676	0.65	0.679	0.678	0.647	41.986	0.681	0.679	0.955
35	1.673	0.679	0.655	0.681	0.683	0.658	41.987	0.686	0.685	0.955
36	1.662	0.682	0.656	0.683	0.68	0.651	41.987	0.683	0.68	0.954
37	1.657	0.684	0.656	0.686	0.686	0.661	41.989	0.693	0.689	0.954
38	1.628	0.692	0.666	0.695	0.7	0.67	41.988	0.704	0.702	0.955
39	1.609	0.7	0.669	0.703	0.694	0.664	41.99	0.705	0.701	0.954
40	1.598	0.701	0.671	0.706	0.702	0.663	41.99	0.709	0.706	0.953
41	1.579	0.709	0.675	0.712	0.712	0.678	41.99	0.719	0.717	0.953
42	1.567	0.714	0.677	0.719	0.713	0.677	41.991	0.724	0.72	0.953
43	1.55	0.718	0.68	0.724	0.717	0.682	41.991	0.73	0.727	0.953
44	1.538	0.724	0.681	0.729	0.729	0.687	41.992	0.74	0.736	0.952
45	1.514	0.73	0.687	0.736	0.733	0.692	41.993	0.744	0.742	0.953
46	1.499	0.736	0.69	0.741	0.741	0.694	41.993	0.747	0.744	0.952
47	1.486	0.739	0.692	0.744	0.744	0.7	41.992	0.754	0.75	0.952
48	1.472	0.744	0.696	0.751	0.748	0.701	41.994	0.758	0.755	0.951
49	1.457	0.746	0.699	0.752	0.749	0.704	41.994	0.757	0.754	0.952
50	1.435	0.752	0.706	0.758	0.75	0.709	41.995	0.765	0.762	0.951
51	1.423	0.755	0.709	0.763	0.755	0.71	41.994	0.767	0.762	0.952
52	1.406	0.759	0.714	0.766	0.764	0.715	41.995	0.772	0.77	0.952
53	1.38	0.766	0.72	0.772	0.766	0.716	41.996	0.775	0.771	0.951
54	1.374	0.767	0.721	0.774	0.764	0.72	41.995	0.775	0.773	0.951
55	1.363	0.77	0.724	0.777	0.77	0.726	41.996	0.78	0.777	0.949
56	1.347	0.77	0.728	0.779	0.779	0.729	41.995	0.792	0.789	0.95
57	1.326	0.777	0.732	0.786	0.783	0.738	41.998	0.795	0.792	0.949
58	1.307	0.781	0.736	0.79	0.784	0.736	41.998	0.796	0.793	0.949
59	1.298	0.784	0.736	0.792	0.783	0.742	41.998	0.797	0.795	0.949
60	1.283	0.788	0.74	0.798	0.793	0.745	41.998	0.807	0.804	0.948
61	1.268	0.792	0.74	0.802	0.796	0.743	41.999	0.808	0.806	0.95
62	1.249	0.797	0.744	0.808	0.802	0.752	42.001	0.815	0.814	0.947
63	1.228	0.802	0.75	0.812	0.801	0.751	42.001	0.814	0.811	0.949
64	1.229	0.801	0.75	0.811	0.797	0.748	42.001	0.815	0.811	0.948
65	1.223	0.803	0.749	0.813	0.803	0.745	42.0	0.813	0.809	0.949
66	1.198	0.811	0.754	0.822	0.807	0.749	42.001	0.821	0.819	0.947
67	1.191	0.812	0.756	0.822	0.816	0.755	42.001	0.831	0.829	0.947
68	1.15	0.821	0.766	0.833	0.818	0.767	42.003	0.836	0.833	0.946
69	1.144	0.825	0.765	0.837	0.821	0.763	42.004	0.839	0.836	0.946
70	1.116	0.831	0.773	0.844	0.83	0.767	42.007	0.847	0.844	0.947
71	1.114	0.833	0.771	0.846	0.835	0.772	42.006	0.851	0.848	0.946
72	1.091	0.836	0.779	0.85	0.833	0.772	42.009	0.852	0.847	0.948
73	1.092	0.837	0.777	0.852	0.842	0.779	42.006	0.861	0.859	0.945
74	1.073	0.842	0.778	0.857	0.846	0.78	42.007	0.866	0.864	0.945
75	1.048	0.847	0.784	0.863	0.85	0.792	42.007	0.875	0.87	0.945
76	1.025	0.852	0.788	0.869	0.85	0.791	42.008	0.87	0.867	0.945
77	1.038	0.851	0.784	0.868	0.857	0.79	42.009	0.874	0.872	0.946
78	1.01	0.856	0.792	0.871	0.852	0.796	42.009	0.873	0.871	0.946
79	1.004	0.858	0.791	0.874	0.86	0.795	42.009	0.878	0.877	0.945
80	0.987	0.858	0.797	0.876	0.861	0.8	42.01	0.88	0.876	0.945
81	0.967	0.861	0.803	0.879	0.862	0.8	42.011	0.883	0.881	0.944
82	0.961	0.862	0.803	0.88	0.87	0.813	42.013	0.89	0.888	0.944
83	0.956	0.864	0.802	0.882	0.859	0.796	42.011	0.885	0.881	0.943
84	0.946	0.866	0.806	0.885	0.87	0.804	42.01	0.891	0.888	0.943
85	0.921	0.872	0.809	0.889	0.874	0.808	42.013	0.893	0.89	0.943
86	0.904	0.874	0.814	0.894	0.879	0.814	42.013	0.903	0.901	0.944
87	0.898	0.877	0.814	0.897	0.873	0.813	42.013	0.898	0.896	0.944
88	0.892	0.878	0.814	0.898	0.883	0.821	42.013	0.907	0.904	0.944
89	0.875	0.88	0.818	0.903	0.885	0.827	42.014	0.909	0.907	0.943
90	0.864	0.883	0.82	0.905	0.883	0.818	42.014	0.908	0.906	0.943
91	0.859	0.885	0.82	0.907	0.879	0.819	42.014	0.909	0.906	0.943
92	0.833	0.888	0.829	0.91	0.882	0.818	42.013	0.91	0.908	0.943
93	0.846	0.886	0.825	0.909	0.889	0.826	42.013	0.912	0.91	0.945
94	0.817	0.891	0.832	0.913	0.89	0.831	42.014	0.917	0.914	0.942
95	0.784	0.896	0.84	0.918	0.887	0.832	42.015	0.917	0.913	0.941
96	0.803	0.892	0.837	0.915	0.888	0.837	42.015	0.915	0.911	0.941
97	0.807	0.892	0.835	0.916	0.887	0.838	42.016	0.916	0.913	0.941
98	0.797	0.893	0.836	0.917	0.895	0.837	42.016	0.921	0.918	0.943
99	0.771	0.897	0.843	0.921	0.896	0.845	42.015	0.924	0.921	0.941
100	0.762	0.901	0.844	0.925	0.9	0.845	42.016	0.929	0.926	0.941
