epoch	train.loss	train.mjpeg_acc	train.raw_acc	val.mjpeg_acc	val.psnr	val.ssim
1	1.379	0.526	0.524	0.532	42.163	0.989
2	1.375	0.534	0.531	0.532	42.129	0.99
3	1.373	0.539	0.537	0.53	42.03	0.989
4	1.373	0.534	0.531	0.531	42.051	0.989
5	1.371	0.536	0.534	0.526	42.033	0.989
6	1.37	0.536	0.534	0.523	42.023	0.989
7	1.369	0.534	0.531	0.514	41.999	0.989
8	1.367	0.525	0.523	0.52	42.01	0.989
9	1.365	0.52	0.52	0.517	41.998	0.989
10	1.364	0.518	0.518	0.519	41.984	0.989
11	1.363	0.519	0.518	0.518	41.995	0.989
12	1.362	0.517	0.517	0.516	41.995	0.989
13	1.362	0.519	0.519	0.518	42.009	0.989
14	1.361	0.517	0.516	0.52	41.994	0.989
15	1.36	0.522	0.52	0.526	42.014	0.989
16	1.36	0.522	0.521	0.525	42.004	0.989
17	1.359	0.523	0.521	0.508	42.048	0.989
18	1.36	0.524	0.522	0.521	42.029	0.989
19	1.36	0.523	0.522	0.519	42.051	0.989
20	1.357	0.528	0.526	0.524	42.055	0.989
21	1.358	0.524	0.525	0.522	42.054	0.989
22	1.358	0.529	0.527	0.518	42.036	0.989
23	1.357	0.527	0.526	0.514	42.067	0.989
24	1.357	0.527	0.525	0.522	42.067	0.989
25	1.356	0.526	0.524	0.515	42.055	0.989
26	1.355	0.529	0.527	0.53	42.058	0.989
27	1.355	0.528	0.528	0.513	42.077	0.989
28	1.356	0.528	0.526	0.525	42.046	0.989
29	1.354	0.529	0.529	0.532	42.041	0.988
30	1.354	0.531	0.53	0.527	42.039	0.988
31	1.353	0.529	0.528	0.509	42.058	0.988
32	1.352	0.529	0.528	0.509	42.044	0.988
33	1.353	0.529	0.528	0.521	42.049	0.988
34	1.35	0.533	0.533	0.513	42.046	0.988
35	1.35	0.534	0.533	0.519	42.053	0.988
36	1.35	0.529	0.528	0.522	42.062	0.988
37	1.35	0.531	0.529	0.513	42.05	0.988
38	1.349	0.532	0.53	0.519	42.062	0.988
39	1.347	0.532	0.53	0.511	42.073	0.988
40	1.347	0.534	0.532	0.526	42.05	0.987
41	1.346	0.534	0.532	0.517	42.059	0.987
42	1.344	0.532	0.532	0.517	42.08	0.987
43	1.343	0.531	0.53	0.534	42.092	0.987
44	1.342	0.531	0.531	0.528	42.113	0.987
45	1.34	0.53	0.531	0.532	42.147	0.987
46	1.336	0.535	0.534	0.537	42.157	0.987
47	1.335	0.535	0.533	0.525	42.166	0.986
48	1.333	0.531	0.531	0.531	42.174	0.986
49	1.33	0.534	0.533	0.532	42.194	0.985
50	1.327	0.535	0.532	0.531	42.232	0.984
51	1.324	0.537	0.538	0.529	42.23	0.984
52	1.324	0.537	0.537	0.541	42.223	0.985
53	1.32	0.538	0.538	0.534	42.308	0.983
54	1.317	0.541	0.542	0.526	42.275	0.983
55	1.316	0.542	0.542	0.546	42.309	0.982
56	1.312	0.548	0.547	0.543	42.339	0.981
57	1.309	0.55	0.551	0.539	42.337	0.981
58	1.307	0.549	0.551	0.554	42.302	0.981
59	1.305	0.553	0.554	0.554	42.351	0.98
60	1.303	0.557	0.558	0.563	42.355	0.98
61	1.299	0.563	0.567	0.559	42.425	0.98
62	1.295	0.571	0.572	0.571	42.403	0.979
63	1.291	0.574	0.576	0.575	42.466	0.98
64	1.288	0.578	0.579	0.58	42.506	0.98
65	1.285	0.58	0.581	0.577	42.537	0.979
66	1.28	0.587	0.589	0.594	42.575	0.977
67	1.273	0.593	0.596	0.598	42.618	0.977
68	1.267	0.6	0.602	0.602	42.606	0.977
69	1.261	0.604	0.606	0.6	42.71	0.977
70	1.258	0.605	0.607	0.604	42.759	0.977
71	1.255	0.607	0.61	0.602	42.769	0.976
72	1.243	0.619	0.622	0.621	42.726	0.976
73	1.24	0.62	0.624	0.614	42.718	0.976
74	1.234	0.622	0.627	0.602	42.733	0.975
75	1.228	0.625	0.63	0.614	42.749	0.974
76	1.226	0.625	0.63	0.615	42.801	0.975
77	1.219	0.63	0.636	0.627	42.78	0.973
78	1.21	0.635	0.639	0.622	42.816	0.973
79	1.204	0.638	0.645	0.632	42.813	0.973
80	1.199	0.644	0.65	0.631	42.833	0.973
81	1.196	0.643	0.648	0.642	42.843	0.972
82	1.19	0.648	0.654	0.634	42.866	0.972
83	1.183	0.651	0.658	0.642	42.913	0.971
84	1.177	0.652	0.659	0.635	42.917	0.971
85	1.168	0.658	0.665	0.637	42.939	0.97
86	1.163	0.661	0.669	0.66	42.992	0.971
87	1.16	0.663	0.67	0.663	42.96	0.97
88	1.15	0.668	0.677	0.658	42.96	0.969
89	1.142	0.671	0.678	0.653	42.896	0.969
90	1.143	0.669	0.679	0.663	42.969	0.971
91	1.134	0.672	0.683	0.663	42.97	0.969
92	1.131	0.674	0.685	0.662	42.989	0.969
93	1.124	0.675	0.687	0.668	43.022	0.969
94	1.118	0.68	0.693	0.638	43.023	0.969
95	1.112	0.68	0.692	0.668	43.067	0.969
96	1.104	0.685	0.697	0.683	43.058	0.969
97	1.096	0.689	0.701	0.673	43.083	0.968
98	1.09	0.689	0.703	0.676	43.048	0.968
99	1.083	0.692	0.707	0.676	43.156	0.968
100	1.083	0.693	0.708	0.694	43.055	0.968
101	1.072	0.696	0.715	0.694	43.131	0.967
102	1.065	0.703	0.719	0.698	43.094	0.968
103	1.056	0.707	0.722	0.689	43.117	0.967
104	1.053	0.708	0.724	0.699	43.115	0.967
105	1.05	0.705	0.725	0.701	43.142	0.967
106	1.038	0.712	0.729	0.71	43.126	0.967
107	1.034	0.712	0.73	0.706	43.153	0.967
108	1.029	0.713	0.73	0.699	43.133	0.966
109	1.025	0.714	0.732	0.708	43.134	0.966
110	1.023	0.713	0.734	0.71	43.158	0.966
111	1.013	0.716	0.736	0.711	43.126	0.965
112	1.006	0.722	0.74	0.718	43.129	0.966
113	1.008	0.721	0.741	0.689	43.206	0.965
114	1.003	0.722	0.743	0.711	43.167	0.965
115	0.999	0.724	0.744	0.724	43.199	0.965
116	0.997	0.723	0.745	0.701	43.177	0.965
117	0.986	0.727	0.751	0.728	43.181	0.965
118	0.981	0.729	0.752	0.729	43.161	0.965
119	0.974	0.731	0.754	0.705	43.198	0.964
120	0.973	0.733	0.758	0.733	43.186	0.964
121	0.968	0.735	0.759	0.718	43.185	0.964
122	0.961	0.736	0.761	0.734	43.187	0.964
123	0.95	0.74	0.766	0.727	43.201	0.964
124	0.945	0.743	0.768	0.731	43.212	0.964
125	0.937	0.744	0.77	0.715	43.272	0.964
126	0.934	0.745	0.772	0.736	43.252	0.963
127	0.93	0.745	0.772	0.74	43.235	0.963
128	0.921	0.747	0.773	0.739	43.249	0.963
129	0.92	0.745	0.774	0.733	43.29	0.963
130	0.911	0.749	0.778	0.74	43.27	0.962
131	0.907	0.752	0.782	0.738	43.244	0.963
132	0.899	0.754	0.785	0.74	43.248	0.962
133	0.892	0.755	0.785	0.747	43.28	0.962
134	0.893	0.753	0.786	0.742	43.311	0.962
135	0.884	0.754	0.786	0.731	43.28	0.962
136	0.88	0.757	0.788	0.753	43.352	0.962
137	0.88	0.755	0.787	0.752	43.295	0.962
138	0.879	0.756	0.79	0.733	43.286	0.962
139	0.872	0.756	0.791	0.754	43.332	0.962
140	0.867	0.76	0.794	0.743	43.357	0.962
141	0.857	0.761	0.796	0.737	43.353	0.962
142	0.856	0.762	0.798	0.75	43.335	0.961
143	0.851	0.763	0.799	0.76	43.376	0.962
144	0.844	0.766	0.803	0.746	43.377	0.961
145	0.845	0.763	0.802	0.732	43.396	0.961
146	0.838	0.767	0.807	0.754	43.416	0.96
147	0.838	0.765	0.805	0.761	43.374	0.961
148	0.832	0.768	0.809	0.753	43.394	0.961
149	0.82	0.772	0.814	0.746	43.401	0.96
150	0.817	0.771	0.815	0.757	43.406	0.96
151	0.821	0.771	0.812	0.763	43.414	0.961
152	0.801	0.778	0.82	0.757	43.412	0.96
153	0.809	0.772	0.815	0.773	43.455	0.96
154	0.802	0.778	0.819	0.768	43.428	0.96
155	0.792	0.779	0.824	0.759	43.456	0.96
156	0.798	0.773	0.822	0.748	43.478	0.96
157	0.798	0.775	0.821	0.77	43.464	0.96
158	0.778	0.783	0.831	0.775	43.455	0.959
159	0.788	0.778	0.827	0.771	43.405	0.96
160	0.778	0.781	0.83	0.77	43.469	0.959
161	0.775	0.785	0.833	0.774	43.459	0.959
162	0.772	0.783	0.834	0.784	43.472	0.959
163	0.77	0.783	0.834	0.763	43.483	0.959
164	0.762	0.786	0.839	0.762	43.477	0.959
165	0.759	0.786	0.839	0.753	43.457	0.959
166	0.759	0.785	0.841	0.785	43.464	0.959
167	0.758	0.783	0.841	0.772	43.444	0.959
168	0.751	0.788	0.842	0.773	43.494	0.958
169	0.744	0.789	0.847	0.777	43.449	0.958
170	0.747	0.787	0.846	0.78	43.409	0.958
171	0.734	0.791	0.849	0.777	43.477	0.958
172	0.737	0.792	0.848	0.774	43.493	0.958
173	0.727	0.796	0.852	0.756	43.468	0.958
174	0.725	0.795	0.853	0.787	43.522	0.958
175	0.724	0.792	0.854	0.779	43.489	0.958
176	0.73	0.791	0.852	0.78	43.512	0.958
177	0.726	0.792	0.854	0.76	43.489	0.958
178	0.713	0.794	0.858	0.767	43.482	0.958
179	0.717	0.796	0.855	0.767	43.515	0.957
180	0.704	0.797	0.86	0.776	43.469	0.958
181	0.709	0.797	0.859	0.785	43.513	0.957
182	0.712	0.794	0.857	0.792	43.482	0.957
183	0.697	0.799	0.863	0.777	43.508	0.957
184	0.699	0.799	0.86	0.795	43.543	0.957
185	0.699	0.798	0.859	0.78	43.523	0.957
186	0.696	0.799	0.861	0.785	43.503	0.956
187	0.698	0.797	0.86	0.786	43.484	0.956
188	0.689	0.801	0.862	0.777	43.499	0.957
189	0.695	0.796	0.861	0.759	43.515	0.957
190	0.692	0.797	0.862	0.784	43.492	0.957
191	0.683	0.801	0.867	0.81	43.525	0.956
192	0.681	0.801	0.866	0.784	43.577	0.956
193	0.685	0.799	0.865	0.794	43.511	0.957
194	0.678	0.802	0.867	0.765	43.539	0.957
195	0.676	0.801	0.868	0.791	43.513	0.957
196	0.669	0.803	0.873	0.779	43.563	0.957
197	0.669	0.802	0.873	0.785	43.583	0.956
198	0.664	0.805	0.876	0.787	43.554	0.956
199	0.662	0.804	0.875	0.783	43.543	0.956
200	0.654	0.808	0.876	0.789	43.531	0.957
