epoch	train.loss	train.mjpeg_acc	train.noise_acc	train.raw_acc	val.mjpeg_acc	val.noise_acc	val.psnr	val.quantized_acc	val.raw_acc	val.ssim
1	2.088	0.503	0.502	0.502	0.504	0.504	42.103	0.503	0.504	0.97
2	2.078	0.511	0.509	0.509	0.52	0.518	42.065	0.521	0.519	0.954
3	2.065	0.533	0.532	0.531	0.544	0.543	41.999	0.546	0.543	0.964
4	2.053	0.545	0.544	0.544	0.547	0.546	41.995	0.546	0.545	0.971
5	2.047	0.55	0.548	0.548	0.551	0.551	41.998	0.552	0.552	0.964
6	2.04	0.551	0.549	0.549	0.554	0.554	41.997	0.556	0.554	0.965
7	2.03	0.551	0.549	0.549	0.559	0.557	41.978	0.56	0.558	0.97
8	2.014	0.555	0.553	0.553	0.555	0.554	41.983	0.556	0.553	0.968
9	2.0	0.563	0.561	0.561	0.574	0.571	41.987	0.574	0.571	0.96
10	1.985	0.571	0.569	0.569	0.579	0.579	41.986	0.58	0.579	0.959
11	1.966	0.582	0.579	0.579	0.59	0.587	41.988	0.591	0.588	0.956
12	1.947	0.594	0.591	0.591	0.603	0.599	41.986	0.601	0.599	0.958
13	1.922	0.601	0.599	0.599	0.609	0.605	41.984	0.61	0.606	0.959
14	1.904	0.607	0.605	0.605	0.615	0.612	41.985	0.617	0.614	0.955
15	1.876	0.617	0.616	0.615	0.627	0.625	41.985	0.627	0.625	0.951
16	1.841	0.633	0.63	0.63	0.641	0.637	41.983	0.642	0.638	0.954
17	1.809	0.644	0.643	0.643	0.651	0.65	41.981	0.654	0.651	0.954
18	1.783	0.652	0.65	0.65	0.653	0.652	41.979	0.656	0.652	0.953
19	1.77	0.653	0.652	0.652	0.658	0.658	41.979	0.662	0.658	0.953
20	1.746	0.658	0.657	0.657	0.66	0.659	41.979	0.66	0.657	0.953
21	1.718	0.664	0.663	0.663	0.675	0.672	41.981	0.677	0.673	0.95
22	1.691	0.671	0.669	0.669	0.678	0.678	41.98	0.682	0.679	0.95
23	1.661	0.677	0.677	0.677	0.681	0.682	41.981	0.685	0.683	0.946
24	1.638	0.683	0.683	0.683	0.688	0.689	41.981	0.694	0.69	0.947
25	1.613	0.691	0.691	0.692	0.684	0.682	41.982	0.687	0.684	0.948
26	1.589	0.695	0.698	0.698	0.7	0.704	41.983	0.706	0.704	0.947
27	1.553	0.705	0.71	0.711	0.708	0.716	41.984	0.721	0.717	0.945
28	1.522	0.71	0.721	0.721	0.709	0.72	41.985	0.725	0.722	0.942
29	1.501	0.714	0.729	0.729	0.72	0.736	41.984	0.739	0.736	0.942
30	1.476	0.72	0.737	0.738	0.728	0.746	41.985	0.748	0.747	0.942
31	1.44	0.729	0.747	0.748	0.729	0.746	41.987	0.75	0.746	0.941
32	1.407	0.737	0.756	0.756	0.743	0.764	41.987	0.767	0.764	0.943
33	1.372	0.745	0.765	0.766	0.748	0.767	41.99	0.771	0.768	0.944
34	1.35	0.75	0.773	0.774	0.74	0.767	41.99	0.771	0.768	0.943
35	1.325	0.754	0.78	0.78	0.756	0.779	41.99	0.786	0.782	0.943
36	1.286	0.763	0.792	0.793	0.754	0.783	41.99	0.789	0.784	0.943
37	1.273	0.768	0.796	0.796	0.774	0.802	41.992	0.807	0.803	0.942
38	1.218	0.779	0.807	0.808	0.782	0.811	41.993	0.816	0.813	0.942
39	1.179	0.788	0.815	0.815	0.794	0.821	41.994	0.824	0.822	0.941
40	1.152	0.796	0.821	0.821	0.793	0.823	41.994	0.826	0.824	0.941
41	1.117	0.804	0.828	0.829	0.803	0.829	41.995	0.834	0.831	0.941
42	1.098	0.807	0.829	0.83	0.811	0.833	41.995	0.836	0.834	0.94
43	1.057	0.816	0.838	0.838	0.817	0.842	41.997	0.846	0.844	0.939
44	1.039	0.821	0.842	0.842	0.82	0.846	41.998	0.85	0.846	0.941
45	1.005	0.828	0.85	0.851	0.831	0.856	41.998	0.86	0.858	0.94
46	0.972	0.835	0.857	0.858	0.827	0.855	42.0	0.857	0.854	0.938
47	0.96	0.836	0.859	0.859	0.84	0.865	41.999	0.869	0.866	0.937
48	0.924	0.842	0.865	0.866	0.838	0.867	41.998	0.87	0.868	0.936
49	0.901	0.847	0.87	0.871	0.851	0.875	42.0	0.879	0.875	0.938
50	0.865	0.853	0.878	0.879	0.847	0.876	42.0	0.88	0.879	0.936
51	0.861	0.853	0.878	0.88	0.859	0.887	42.0	0.889	0.887	0.936
52	0.817	0.861	0.889	0.89	0.865	0.891	42.0	0.896	0.893	0.935
53	0.784	0.866	0.895	0.896	0.87	0.9	42.001	0.904	0.902	0.936
54	0.769	0.867	0.899	0.901	0.85	0.897	42.0	0.9	0.898	0.934
55	0.758	0.869	0.901	0.902	0.877	0.91	42.001	0.913	0.91	0.934
56	0.728	0.873	0.906	0.907	0.869	0.905	42.001	0.909	0.906	0.934
57	0.707	0.875	0.91	0.912	0.872	0.911	42.001	0.915	0.913	0.932
58	0.678	0.879	0.916	0.917	0.875	0.917	42.002	0.919	0.917	0.932
