epoch	train.acc	train.loss	train.mse	val.acc	val.mse
1	0.585423018292683	0.6496832330052446	0.029424290056908275	0.6310881193693694	0.008756021067063819
2	0.6580221036585366	0.5806991830104735	0.007453651980655949	0.6832066441441441	0.006817465429907446
3	0.7092225609756098	0.5375395120643988	0.0064291614562091304	0.7234656531531531	0.006327603020713673
4	0.7398818597560975	0.5012265065821205	0.006186909503417044	0.7485923423423423	0.0063523494319671445
5	0.7556211890243902	0.47124748084603285	0.005887732411757475	0.7655194256756757	0.0058976327119445475
6	0.7784108231707317	0.4456094218463432	0.005701117533281809	0.7882882882882883	0.005707451461201852
7	0.7924923780487805	0.4212258692194776	0.0056138915146087725	0.8008164414414415	0.0057606665702821976
8	0.8036966463414634	0.4011948466300964	0.0056092660124527245	0.8048634572072072	0.005437671999774269
9	0.8156059451219512	0.3812574444747553	0.005520026962749842	0.8180602477477478	0.0054491527110069726
10	0.8322789634146341	0.36055701418620784	0.005598096410948329	0.8379082207207207	0.00564126466476434
11	0.8398628048780488	0.3432193587465984	0.005524830504252416	0.8443482545045045	0.005300555625712281
12	0.8528010670731707	0.32280427639077347	0.005531104726762307	0.8538499436936937	0.005601936460447473
13	0.8587080792682927	0.30642012561239845	0.005423456110151076	0.8650408220720721	0.005473185351605082
14	0.8717987804878049	0.28848970139898905	0.005516000143138737	0.876196509009009	0.0054075885480185885
15	0.8808117378048781	0.2727171093225479	0.005613224249242282	0.8824605855855856	0.0055856106525941475
16	0.8865091463414634	0.2602552923487454	0.005567504885810905	0.8860501126126126	0.005569925728916853
17	0.8948170731707317	0.24431287173817798	0.00552782446100581	0.8953758445945946	0.005524836543544724
18	0.8981516768292683	0.23638857915634062	0.0054810605602475205	0.9009360923423423	0.005532426348476259
19	0.9055259146341463	0.21984196937665706	0.005450249379273595	0.9075168918918919	0.005450777151529585
20	0.9055640243902439	0.21450728955792217	0.005334886133943389	0.9065315315315315	0.005558495711837266
21	0.9113948170731707	0.20262641797705394	0.0054101191529231825	0.9091005067567568	0.0052576224269295065
22	0.9100038109756098	0.20103787380020793	0.005228872490456191	0.9139569256756757	0.005277765449136496
23	0.9147294207317073	0.1907468152482335	0.005130448360450384	0.9167370495495496	0.005068878148187388
24	0.9159298780487805	0.18582965855191394	0.0051331865487665666	0.9146959459459459	0.005168491622080674
25	0.9211509146341463	0.17727210274556787	0.005123180294091382	0.9269425675675675	0.005100494867341744
26	0.926391006097561	0.168034927546978	0.00507039740772509	0.9296523085585585	0.005091744407944314
27	0.9290205792682927	0.1616029901838884	0.005013223592101074	0.9292652027027027	0.005153284332639462
28	0.9304306402439024	0.15580242875872588	0.005067457476767098	0.9313766891891891	0.00511198214817423
29	0.9354992378048781	0.14559571077910866	0.005008070704686206	0.9369721283783784	0.005010585103452475
30	0.9391006097560975	0.13952966306994602	0.005002421853927577	0.9400337837837838	0.004972085763641575
31	0.9395960365853658	0.13409087912338535	0.004910264571946932	0.9389076576576577	0.004973827278124051
32	0.9395007621951219	0.13285543066335886	0.0049342046264649895	0.9386613175675675	0.005040105138611686
33	0.9442263719512195	0.12334359546260136	0.005023152154029869	0.9436936936936937	0.005076523610130623
34	0.9472942073170731	0.11794953682437176	0.004979363445010854	0.9458403716216216	0.0049189800639880136
35	0.9524390243902439	0.10752885532451839	0.004904949428831659	0.943236204954955	0.005027831989332094
36	0.9512766768292683	0.10787119847245333	0.005018417119252973	0.9525971283783784	0.005029951830537201
37	0.9527248475609756	0.10217375675352608	0.0048863357818889905	0.9538288288288288	0.004871527848949841
38	0.9517911585365854	0.10187367090001338	0.004743945176099859	0.9537936373873874	0.004860268121266419
39	0.9531631097560975	0.09843858284194296	0.004804154944310828	0.9517877252252253	0.0048228588903339595
40	0.9588986280487805	0.08793704099044568	0.004831990495142414	0.9516469594594594	0.004923644697981643
41	0.9608041158536585	0.08455574477954608	0.004788076639084554	0.959107545045045	0.004935969577615594
42	0.961108993902439	0.07941207889376617	0.004800979897561597	0.9643510698198198	0.004714640631415957
43	0.9641196646341463	0.07522254262755557	0.004724818229584433	0.9639287725225225	0.00477414734258845
44	0.9671112804878049	0.06940648752014811	0.004707569869734892	0.9661458333333334	0.004741312512238552
45	0.9678353658536586	0.06628451396415873	0.004644857265236901	0.9644214527027027	0.004580737051747001
46	0.9672446646341464	0.06451757223140903	0.004621030044991796	0.9668496621621622	0.004704550542105157
47	0.9701791158536586	0.059230045501778766	0.00455571395322317	0.9699113175675675	0.0046170949684204285
48	0.971436737804878	0.0566205579696632	0.004576987276853221	0.9730433558558559	0.004629108446507572
49	0.9736661585365853	0.05201735024045153	0.004556411429785374	0.9710726351351351	0.004471590635492592
50	0.974390243902439	0.04910598986032533	0.004552141203340597	0.9759642454954955	0.004485280582312125
51	0.9775914634146341	0.04210565648064381	0.004465531637301532	0.9757882882882883	0.004580361420406146
52	0.9770198170731708	0.04033408255838766	0.004486743435717937	0.9774774774774775	0.0046083017751608075
53	0.9778391768292682	0.039809460320123814	0.0045145123992569565	0.9789203265765766	0.004523674416280276
54	0.9785823170731708	0.036597296722778457	0.0044886229957294905	0.9743102477477478	0.004630033832949561
55	0.979344512195122	0.03358437562497651	0.00442013729749838	0.9803279842342343	0.0045528150109054
56	0.9805259146341463	0.031083882109421056	0.004437690415624074	0.979588963963964	0.004329689442775808
57	0.9825457317073171	0.02651794910794351	0.004433652160053209	0.9802576013513513	0.004484660889919814
58	0.9831364329268293	0.02493092484953927	0.0043368017380466545	0.9836711711711712	0.004514730260665486
59	0.9837080792682927	0.022696310063687768	0.00439122320130104	0.9833192567567568	0.004288971650640707
60	0.9863567073170731	0.016997845489077453	0.00439619919875773	0.9868735923423423	0.004423115488460606
61	0.9879192073170732	0.013878049755968699	0.004391357383304617	0.9866624436936937	0.004464525775564415
62	0.9870045731707318	0.012878634217308789	0.004280726584356006	0.987401463963964	0.00434277799223793
63	0.9896341463414634	0.00677646047821859	0.004179314784024183	0.9891962274774775	0.004314949635315586
64	0.9899961890243902	0.0043466798234276655	0.004139998065671179	0.9910613738738738	0.004162828983353065
65	0.989405487804878	0.005934943204245916	0.004207176731036204	0.9910965653153153	0.004250860781417237
66	0.9915586890243903	1.121534080040164e-05	0.0041509447358094335	0.989231418918919	0.004167285682801325
67	0.9930449695121951	-0.0029044654129481897	0.004112293893789373	0.9905335022522522	0.0040413356755298
68	0.9936547256097561	-0.006268712532956426	0.004028255349343143	0.9939470720720721	0.003972609793800894
69	0.995483993902439	-0.01113843391763001	0.003968302965754779	0.9961289414414415	0.0038885456270764808
70	0.9966272865853658	-0.014825129200045655	0.003914366855581359	0.9962345157657657	0.003865779564204114
71	0.9968178353658537	-0.016998114800307808	0.0038463171980366475	0.9961289414414415	0.0038567986045670404
72	0.9967416158536585	-0.01794373288568927	0.003878307367516	0.9962345157657657	0.003913457958480796
73	0.9976753048780488	-0.02282065497484149	0.003784548319739903	0.9975717905405406	0.0037779902372307873
74	0.9980182926829269	-0.02351904956669342	0.0037541751125145977	0.9977125563063063	0.003943298823779097
75	0.9980182926829269	-0.024810337411557755	0.003689833097841318	0.9981348536036037	0.0035730971480711356
76	0.9984756097560976	-0.028453738560400357	0.0036222905931403726	0.999120213963964	0.0036261086519975383
77	0.9989710365853659	-0.02989174243880481	0.0035714419888014473	0.9989442567567568	0.003471937382946143
78	0.9992378048780488	-0.03178541560362025	0.003430543730898601	0.9988738738738738	0.003387570016186785
79	0.9993140243902439	-0.032733559753836655	0.0034298342027951306	0.9990850225225225	0.003327130889603952
80	0.9994474085365853	-0.034925343141686625	0.003309474657176108	0.9990146396396397	0.003504958047808425
81	0.999561737804878	-0.03700028733327621	0.0032943633055632433	0.9992257882882883	0.003242388218725184
82	0.9995998475609756	-0.03806130923330784	0.0031727809845129165	0.9989794481981982	0.0032541078582473165
83	0.9997332317073171	-0.039348732643738026	0.0031083356452787795	0.9995073198198198	0.003065346924772671
84	0.9996570121951219	-0.04003205873617312	0.003011895601478655	0.9997184684684685	0.0029134616834690444
85	0.999561737804878	-0.039963411103661466	0.00295693396090916	0.9997184684684685	0.0031235493522405893
86	0.9995236280487805	-0.0398352497961463	0.0029355966849479733	0.9997888513513513	0.002897207692332633
87	0.9996570121951219	-0.04155185218991303	0.002937462678315436	0.9993665540540541	0.0030013734437021856
88	0.9995426829268292	-0.04121430623458653	0.002999313503912673	0.9992961711711712	0.0029594279125097905
89	0.9998666158536585	-0.0435593577147257	0.0028386517257497803	0.9994721283783784	0.0026730889441898545
90	0.9997522865853659	-0.04338548976655413	0.002899948342862289	0.9995425112612613	0.003076397448878836
91	0.9996379573170732	-0.043708883271348184	0.0028373804681639117	0.9995777027027027	0.002710710208326041
92	0.9998094512195121	-0.04505672244945677	0.0026935297723223524	0.9998944256756757	0.00267113728431968
93	0.9998094512195121	-0.04608100188396326	0.002616568734278766	0.9996128941441441	0.002785588786643636
94	0.9998094512195121	-0.046280799842462306	0.00260816637949064	0.9998240427927928	0.002493718991408477
95	0.999828506097561	-0.04723091203628517	0.0024940263434517673	0.9997888513513513	0.0024816104785648284
96	0.9996189024390244	-0.047177123968921056	0.002560175123919801	0.9999648085585585	0.002537138359453361
97	0.9999809451219512	-0.04919452269266291	0.002412036419051086	0.9998592342342343	0.0023734008113073337
98	0.9997522865853659	-0.04913719596295822	0.002326750970536434	0.9999648085585585	0.0022751016454217402
99	0.9998856707317073	-0.04982535895414469	0.0023293987779719073	0.9998240427927928	0.0022296773338992453
100	0.9999237804878048	-0.04946527041313125	0.0023862226775324927	0.9996128941441441	0.0025486006665773487
