epoch	train.loss	train.mjpeg_acc	train.raw_acc	val.mjpeg_acc	val.psnr	val.ssim
1	1.379	0.529	0.527	0.538	42.447	0.986
2	1.374	0.535	0.533	0.531	42.258	0.988
3	1.372	0.535	0.532	0.52	42.178	0.989
4	1.372	0.53	0.527	0.518	42.183	0.987
5	1.368	0.523	0.523	0.52	42.109	0.988
6	1.364	0.518	0.517	0.517	42.133	0.989
7	1.363	0.516	0.515	0.524	42.141	0.988
8	1.362	0.521	0.519	0.515	42.219	0.986
9	1.363	0.521	0.521	0.514	42.111	0.988
10	1.362	0.524	0.522	0.515	42.17	0.987
11	1.362	0.521	0.521	0.516	42.142	0.988
12	1.361	0.523	0.521	0.515	42.144	0.989
13	1.36	0.524	0.523	0.516	42.129	0.988
14	1.36	0.528	0.525	0.518	42.184	0.988
15	1.359	0.527	0.525	0.528	42.152	0.988
16	1.358	0.53	0.527	0.524	42.125	0.986
17	1.359	0.527	0.526	0.532	42.107	0.988
18	1.357	0.528	0.525	0.521	42.111	0.988
19	1.357	0.528	0.526	0.52	42.184	0.986
20	1.357	0.53	0.529	0.53	42.138	0.986
21	1.356	0.53	0.528	0.53	42.144	0.985
22	1.356	0.529	0.528	0.521	42.178	0.982
23	1.354	0.533	0.532	0.528	42.157	0.985
24	1.354	0.529	0.528	0.54	42.16	0.983
25	1.355	0.532	0.531	0.512	42.21	0.987
26	1.353	0.533	0.53	0.526	42.157	0.986
27	1.353	0.536	0.532	0.532	42.175	0.984
28	1.352	0.534	0.532	0.518	42.209	0.985
29	1.352	0.532	0.531	0.522	42.16	0.984
30	1.351	0.533	0.532	0.536	42.189	0.983
31	1.35	0.537	0.536	0.52	42.202	0.984
32	1.35	0.537	0.536	0.542	42.191	0.983
33	1.35	0.534	0.533	0.535	42.199	0.982
34	1.347	0.538	0.536	0.537	42.201	0.98
35	1.348	0.535	0.534	0.527	42.225	0.984
36	1.346	0.54	0.537	0.537	42.244	0.983
37	1.346	0.537	0.534	0.516	42.186	0.984
38	1.345	0.54	0.537	0.541	42.232	0.982
39	1.345	0.539	0.536	0.534	42.198	0.982
40	1.342	0.545	0.542	0.544	42.223	0.982
41	1.343	0.54	0.539	0.519	42.231	0.982
42	1.341	0.541	0.54	0.494	42.264	0.984
43	1.34	0.541	0.542	0.523	42.263	0.984
44	1.338	0.547	0.547	0.51	42.238	0.982
45	1.336	0.546	0.544	0.552	42.255	0.983
46	1.334	0.547	0.546	0.515	42.279	0.981
47	1.333	0.55	0.546	0.553	42.285	0.982
48	1.329	0.553	0.552	0.549	42.31	0.983
49	1.331	0.549	0.548	0.551	42.324	0.983
50	1.325	0.552	0.551	0.554	42.334	0.982
51	1.323	0.557	0.558	0.549	42.365	0.983
52	1.318	0.56	0.561	0.55	42.452	0.982
53	1.313	0.566	0.566	0.545	42.477	0.984
54	1.309	0.569	0.569	0.555	42.572	0.981
55	1.302	0.571	0.572	0.579	42.688	0.979
56	1.295	0.579	0.58	0.573	42.779	0.979
57	1.289	0.586	0.587	0.591	42.824	0.977
