epoch	train.loss	train.mjpeg_acc	train.noise_acc	train.raw_acc	val.mjpeg_acc	val.noise_acc	val.psnr	val.quantized_acc	val.raw_acc	val.ssim
1	2.098	0.502	0.501	0.501	0.501	0.5	42.11	0.502	0.501	0.966
2	2.088	0.51	0.509	0.509	0.518	0.515	42.036	0.518	0.515	0.972
3	2.074	0.532	0.53	0.53	0.543	0.542	42.027	0.543	0.542	0.964
4	2.064	0.545	0.543	0.543	0.549	0.547	42.009	0.548	0.547	0.967
5	2.059	0.547	0.545	0.545	0.546	0.543	42.004	0.545	0.544	0.968
6	2.05	0.552	0.55	0.55	0.558	0.554	41.988	0.558	0.553	0.966
7	2.043	0.559	0.557	0.557	0.562	0.56	41.982	0.563	0.561	0.964
8	2.035	0.563	0.561	0.561	0.566	0.566	41.994	0.568	0.566	0.955
9	2.018	0.57	0.569	0.569	0.566	0.567	41.995	0.569	0.565	0.957
10	2.006	0.575	0.573	0.573	0.58	0.573	41.994	0.58	0.573	0.959
11	1.993	0.577	0.577	0.577	0.578	0.578	41.991	0.578	0.578	0.958
12	1.979	0.585	0.584	0.584	0.599	0.597	41.991	0.602	0.597	0.955
13	1.956	0.598	0.596	0.596	0.607	0.606	41.991	0.609	0.607	0.955
14	1.936	0.608	0.606	0.606	0.614	0.615	41.992	0.616	0.614	0.959
15	1.913	0.617	0.616	0.617	0.629	0.628	41.991	0.632	0.629	0.955
16	1.889	0.624	0.627	0.627	0.632	0.635	41.987	0.641	0.635	0.954
17	1.843	0.643	0.646	0.647	0.656	0.654	41.987	0.657	0.655	0.952
18	1.806	0.658	0.661	0.661	0.66	0.666	41.983	0.667	0.666	0.949
19	1.775	0.664	0.67	0.67	0.671	0.676	41.984	0.678	0.677	0.949
20	1.739	0.672	0.681	0.681	0.67	0.677	41.984	0.682	0.679	0.95
21	1.714	0.675	0.685	0.685	0.68	0.689	41.983	0.691	0.689	0.947
22	1.684	0.683	0.693	0.693	0.692	0.702	41.983	0.704	0.702	0.945
23	1.653	0.693	0.704	0.704	0.697	0.71	41.983	0.714	0.71	0.944
24	1.614	0.701	0.715	0.715	0.701	0.715	41.982	0.718	0.716	0.944
25	1.592	0.704	0.721	0.721	0.702	0.715	41.982	0.719	0.716	0.945
26	1.562	0.709	0.728	0.729	0.715	0.735	41.982	0.738	0.735	0.939
27	1.526	0.716	0.738	0.74	0.715	0.742	41.983	0.745	0.742	0.94
28	1.503	0.72	0.741	0.743	0.716	0.744	41.982	0.749	0.745	0.938
29	1.476	0.726	0.75	0.751	0.732	0.75	41.983	0.756	0.752	0.94
30	1.44	0.736	0.761	0.762	0.743	0.766	41.983	0.77	0.768	0.939
31	1.406	0.742	0.769	0.77	0.737	0.774	41.984	0.779	0.774	0.939
