epoch	train.loss	train.mjpeg_acc	train.noise_acc	train.raw_acc	val.mjpeg_acc	val.noise_acc	val.psnr	val.quantized_acc	val.raw_acc	val.ssim
1	2.8	0.5	0.501	0.5	0.501	0.499	42.078	0.501	0.501	0.982
2	2.773	0.502	0.502	0.502	0.508	0.504	42.098	0.509	0.507	0.982
3	2.772	0.505	0.502	0.504	0.506	0.506	42.106	0.505	0.505	0.983
4	2.773	0.505	0.504	0.504	0.504	0.505	42.05	0.504	0.503	0.982
5	2.772	0.508	0.508	0.507	0.508	0.502	42.018	0.51	0.508	0.983
6	2.773	0.508	0.504	0.508	0.505	0.504	42.022	0.506	0.505	0.983
7	2.772	0.507	0.505	0.506	0.509	0.505	42.011	0.507	0.507	0.981
8	2.771	0.51	0.509	0.509	0.511	0.512	42.001	0.51	0.51	0.982
9	2.77	0.517	0.514	0.516	0.521	0.52	42.001	0.521	0.519	0.983
10	2.771	0.518	0.514	0.516	0.514	0.512	41.973	0.514	0.514	0.982
11	2.768	0.52	0.52	0.52	0.529	0.524	41.983	0.527	0.527	0.981
12	2.767	0.523	0.524	0.521	0.53	0.527	41.975	0.532	0.531	0.981
13	2.764	0.527	0.526	0.526	0.531	0.534	41.979	0.532	0.529	0.981
14	2.762	0.529	0.528	0.527	0.532	0.528	41.97	0.533	0.531	0.981
15	2.758	0.532	0.532	0.532	0.532	0.529	41.974	0.533	0.531	0.982
16	2.757	0.534	0.531	0.532	0.533	0.527	41.971	0.531	0.531	0.982
17	2.759	0.533	0.528	0.531	0.528	0.529	41.971	0.528	0.528	0.981
18	2.759	0.527	0.523	0.525	0.527	0.527	41.971	0.528	0.527	0.981
19	2.756	0.529	0.527	0.528	0.535	0.532	41.968	0.536	0.534	0.981
20	2.753	0.532	0.529	0.531	0.532	0.53	41.967	0.534	0.53	0.982
21	2.754	0.53	0.526	0.528	0.532	0.527	41.967	0.532	0.53	0.982
22	2.751	0.527	0.525	0.527	0.528	0.529	41.967	0.529	0.527	0.982
23	2.749	0.524	0.525	0.524	0.524	0.526	41.967	0.523	0.523	0.981
24	2.742	0.526	0.522	0.524	0.526	0.523	41.964	0.526	0.525	0.982
25	2.733	0.523	0.522	0.523	0.521	0.519	41.961	0.519	0.519	0.982
26	2.73	0.526	0.521	0.525	0.521	0.519	41.961	0.521	0.518	0.982
27	2.725	0.528	0.526	0.527	0.521	0.522	41.96	0.524	0.52	0.982
28	2.729	0.526	0.522	0.525	0.524	0.522	41.957	0.524	0.524	0.983
29	2.725	0.527	0.521	0.527	0.53	0.524	41.957	0.532	0.53	0.982
30	2.723	0.528	0.524	0.528	0.536	0.528	41.956	0.534	0.532	0.983
31	2.715	0.534	0.531	0.534	0.535	0.534	41.957	0.537	0.536	0.983
32	2.712	0.538	0.53	0.537	0.54	0.533	41.958	0.541	0.539	0.982
33	2.715	0.538	0.531	0.538	0.543	0.533	41.957	0.544	0.542	0.982
34	2.703	0.546	0.54	0.545	0.546	0.534	41.957	0.545	0.544	0.982
35	2.702	0.551	0.544	0.548	0.548	0.541	41.955	0.547	0.546	0.982
36	2.703	0.548	0.542	0.546	0.552	0.543	41.957	0.551	0.55	0.981
37	2.695	0.553	0.546	0.551	0.551	0.549	41.957	0.551	0.552	0.981
38	2.688	0.555	0.546	0.553	0.551	0.543	41.958	0.551	0.551	0.981
39	2.694	0.551	0.543	0.552	0.554	0.549	41.955	0.556	0.553	0.981
40	2.692	0.551	0.546	0.551	0.549	0.547	41.955	0.551	0.548	0.98
41	2.681	0.556	0.547	0.555	0.561	0.552	41.955	0.559	0.56	0.98
