epoch	train.loss	train.mjpeg_acc	train.noise_acc	train.raw_acc	val.mjpeg_acc	val.noise_acc	val.psnr	val.quantized_acc	val.raw_acc	val.ssim
1	2.088	0.503	0.503	0.503	0.512	0.51	42.12	0.512	0.51	0.96
2	2.068	0.527	0.524	0.525	0.531	0.531	42.041	0.532	0.531	0.962
3	2.061	0.534	0.532	0.532	0.54	0.539	42.01	0.541	0.54	0.966
4	2.047	0.543	0.542	0.541	0.542	0.541	42.006	0.543	0.542	0.969
5	2.04	0.539	0.537	0.537	0.543	0.541	41.993	0.541	0.541	0.972
6	2.031	0.539	0.537	0.537	0.538	0.536	42.005	0.54	0.536	0.964
7	2.021	0.546	0.543	0.543	0.542	0.541	41.98	0.542	0.54	0.97
8	2.016	0.549	0.548	0.548	0.555	0.551	41.986	0.554	0.551	0.963
9	2.004	0.556	0.555	0.555	0.555	0.556	41.983	0.557	0.555	0.966
10	1.995	0.563	0.562	0.562	0.568	0.567	41.99	0.57	0.567	0.955
11	1.973	0.578	0.576	0.576	0.587	0.585	41.99	0.588	0.586	0.961
12	1.957	0.591	0.589	0.589	0.602	0.599	41.989	0.604	0.6	0.959
13	1.93	0.603	0.601	0.602	0.614	0.611	41.989	0.615	0.612	0.959
14	1.907	0.612	0.611	0.611	0.614	0.613	41.987	0.617	0.615	0.96
15	1.88	0.623	0.62	0.62	0.627	0.627	41.985	0.63	0.628	0.957
16	1.858	0.626	0.625	0.626	0.633	0.632	41.985	0.637	0.633	0.96
17	1.842	0.63	0.63	0.63	0.634	0.633	41.985	0.638	0.635	0.956
18	1.812	0.639	0.64	0.641	0.642	0.644	41.984	0.649	0.644	0.957
19	1.775	0.648	0.65	0.65	0.653	0.655	41.986	0.659	0.654	0.956
20	1.74	0.66	0.664	0.664	0.672	0.673	41.985	0.679	0.674	0.955
21	1.702	0.673	0.678	0.678	0.682	0.686	41.984	0.689	0.686	0.953
22	1.67	0.682	0.688	0.688	0.689	0.695	41.985	0.698	0.695	0.954
23	1.646	0.688	0.691	0.692	0.687	0.692	41.985	0.698	0.692	0.951
24	1.62	0.694	0.698	0.698	0.698	0.701	41.985	0.704	0.702	0.951
25	1.597	0.701	0.703	0.704	0.703	0.705	41.987	0.71	0.706	0.952
26	1.566	0.708	0.711	0.712	0.717	0.72	41.987	0.723	0.72	0.951
27	1.53	0.718	0.721	0.722	0.716	0.717	41.988	0.72	0.716	0.95
28	1.509	0.722	0.726	0.727	0.724	0.725	41.988	0.732	0.726	0.949
29	1.485	0.731	0.735	0.736	0.735	0.739	41.988	0.743	0.739	0.948
30	1.442	0.743	0.748	0.748	0.742	0.747	41.988	0.753	0.748	0.947
31	1.408	0.75	0.756	0.757	0.75	0.755	41.989	0.76	0.755	0.947
32	1.381	0.755	0.761	0.762	0.761	0.769	41.99	0.772	0.769	0.946
33	1.345	0.761	0.771	0.771	0.762	0.773	41.99	0.778	0.775	0.947
34	1.324	0.765	0.778	0.779	0.768	0.778	41.991	0.784	0.78	0.946
35	1.285	0.774	0.787	0.788	0.777	0.791	41.991	0.795	0.792	0.946
36	1.255	0.78	0.795	0.796	0.772	0.791	41.991	0.796	0.792	0.945
37	1.239	0.782	0.798	0.799	0.78	0.8	41.991	0.806	0.801	0.945
38	1.182	0.793	0.811	0.811	0.79	0.808	41.992	0.814	0.809	0.945
39	1.16	0.796	0.816	0.816	0.796	0.819	41.992	0.824	0.821	0.943
40	1.139	0.798	0.82	0.821	0.799	0.821	41.993	0.826	0.821	0.943
41	1.108	0.803	0.826	0.827	0.799	0.827	41.992	0.831	0.828	0.943
42	1.092	0.806	0.831	0.832	0.808	0.837	41.992	0.84	0.839	0.943
