epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
51	-0.002	0.408	0.926	0.904	0.947	0.956	42.088	0.927	0.96
52	-0.002	0.305	0.949	0.932	0.966	0.973	42.079	0.958	0.958
53	-0.007	0.328	0.946	0.925	0.97	0.974	42.107	0.958	0.958
54	-0.016	0.327	0.944	0.925	0.971	0.976	42.08	0.962	0.96
55	-0.003	0.313	0.948	0.925	0.969	0.975	42.086	0.959	0.957
56	-0.001	0.386	0.931	0.908	0.935	0.948	42.1	0.923	0.964
57	-0.005	0.419	0.927	0.899	0.953	0.964	42.122	0.941	0.96
58	-0.004	0.363	0.94	0.916	0.954	0.965	42.111	0.935	0.957
59	-0.007	0.337	0.943	0.922	0.963	0.971	42.106	0.948	0.964
60	-0.012	0.344	0.944	0.919	0.972	0.978	42.102	0.963	0.959
61	-0.017	0.302	0.949	0.933	0.974	0.979	42.117	0.961	0.957
62	-0.012	0.332	0.945	0.922	0.958	0.965	42.088	0.942	0.958
63	-0.016	0.307	0.95	0.935	0.964	0.97	42.083	0.946	0.961
64	-0.037	0.311	0.948	0.933	0.974	0.981	42.079	0.964	0.958
65	-0.003	0.283	0.955	0.938	0.983	0.986	42.101	0.97	0.957
66	-0.009	0.26	0.961	0.943	0.973	0.978	42.093	0.953	0.955
67	-0.006	0.246	0.962	0.95	0.984	0.988	42.087	0.969	0.958
68	-0.008	0.339	0.941	0.924	0.979	0.983	42.109	0.963	0.958
69	-0.006	0.238	0.962	0.949	0.984	0.987	42.075	0.968	0.956
70	-0.065	0.262	0.959	0.945	0.989	0.993	42.072	0.98	0.959
71	-0.013	0.256	0.959	0.945	0.99	0.993	42.106	0.98	0.956
72	-0.053	0.317	0.948	0.931	0.986	0.989	42.103	0.968	0.956
73	-0.01	0.244	0.962	0.95	0.99	0.993	42.083	0.983	0.957
74	0.002	0.2	0.97	0.957	0.99	0.992	42.118	0.98	0.957
75	-0.005	0.196	0.969	0.96	0.99	0.993	42.106	0.978	0.953
76	-0.016	0.326	0.944	0.932	0.984	0.989	42.082	0.968	0.955
77	-0.002	0.204	0.97	0.958	0.989	0.993	42.092	0.978	0.953
78	-0.003	0.187	0.971	0.963	0.985	0.991	42.073	0.975	0.955
79	-0.012	0.223	0.965	0.952	0.978	0.981	42.087	0.955	0.957
80	0.007	0.199	0.969	0.958	0.978	0.981	42.106	0.959	0.959
81	-0.021	0.235	0.962	0.951	0.988	0.991	42.063	0.975	0.963
82	0.004	0.192	0.971	0.959	0.992	0.994	42.092	0.98	0.955
83	-0.002	0.182	0.972	0.962	0.994	0.995	42.11	0.982	0.955
84	-0.005	0.182	0.97	0.962	0.988	0.992	42.097	0.969	0.954
85	-0.013	0.198	0.967	0.96	0.991	0.993	42.095	0.979	0.956
86	-0.013	0.187	0.97	0.96	0.988	0.992	42.098	0.973	0.953
87	-0.021	0.213	0.969	0.954	0.992	0.995	42.055	0.978	0.956
88	-0.022	0.204	0.965	0.959	0.984	0.99	42.066	0.968	0.954
89	-0.019	0.188	0.97	0.961	0.987	0.992	42.075	0.978	0.953
90	-0.012	0.157	0.975	0.968	0.991	0.994	42.08	0.977	0.952
91	-0.013	0.155	0.974	0.969	0.988	0.992	42.084	0.974	0.951
92	-0.01	0.154	0.975	0.97	0.993	0.995	42.062	0.979	0.951
93	-0.003	0.172	0.973	0.964	0.979	0.984	42.093	0.953	0.953
94	-0.004	0.179	0.972	0.964	0.993	0.995	42.085	0.982	0.951
95	-0.013	0.193	0.972	0.957	0.968	0.975	42.105	0.95	0.964
96	-0.002	0.262	0.956	0.941	0.992	0.995	42.09	0.981	0.954
97	-0.007	0.205	0.967	0.957	0.986	0.989	42.085	0.969	0.952
98	-0.007	0.159	0.973	0.969	0.995	0.996	42.078	0.984	0.953
99	-0.004	0.181	0.969	0.964	0.995	0.996	42.07	0.983	0.954
100	-0.001	0.156	0.975	0.971	0.993	0.994	42.066	0.982	0.949
101	-0.001	0.164	0.973	0.967	0.992	0.995	42.06	0.981	0.95
102	-0.002	0.161	0.974	0.966	0.992	0.993	42.075	0.97	0.952
103	-0.003	0.161	0.975	0.966	0.99	0.993	42.088	0.976	0.953
104	-0.004	0.125	0.98	0.976	0.996	0.997	42.076	0.989	0.948
105	-0.01	0.123	0.983	0.976	0.997	0.998	42.07	0.99	0.948
106	-0.006	0.113	0.983	0.977	0.996	0.998	42.072	0.99	0.949
107	-0.052	0.108	0.984	0.981	0.997	0.997	42.072	0.988	0.95
108	-0.019	0.099	0.984	0.982	0.997	0.997	42.068	0.988	0.948
109	-0.053	0.113	0.983	0.977	0.997	0.998	42.067	0.988	0.95
110	0.01	0.105	0.983	0.98	0.996	0.997	42.071	0.988	0.949
111	-0.025	0.094	0.984	0.982	0.996	0.998	42.075	0.989	0.948
112	-0.012	0.111	0.985	0.976	0.997	0.998	42.072	0.988	0.948
113	-0.004	0.095	0.985	0.982	0.997	0.998	42.066	0.989	0.95
114	-0.008	0.102	0.984	0.98	0.997	0.998	42.067	0.991	0.949
115	-0.003	0.107	0.984	0.979	0.997	0.998	42.079	0.989	0.947
116	-0.006	0.098	0.984	0.982	0.997	0.998	42.071	0.988	0.949
117	-0.013	0.1	0.983	0.981	0.997	0.998	42.071	0.99	0.948
118	-0.021	0.091	0.985	0.983	0.997	0.998	42.068	0.988	0.949
119	-0.011	0.101	0.983	0.981	0.997	0.998	42.07	0.99	0.95
120	-0.037	0.103	0.983	0.981	0.996	0.997	42.076	0.984	0.948
121	0.0	0.105	0.983	0.978	0.997	0.998	42.073	0.989	0.949
122	-0.023	0.098	0.984	0.982	0.996	0.997	42.078	0.987	0.949
123	-0.003	0.088	0.986	0.984	0.996	0.997	42.083	0.984	0.948
124	-0.014	0.1	0.984	0.98	0.997	0.998	42.079	0.988	0.948
125	-0.003	0.099	0.984	0.98	0.997	0.999	42.082	0.991	0.949
126	-0.006	0.105	0.982	0.979	0.998	0.998	42.073	0.989	0.949
127	-0.0	0.096	0.984	0.982	0.997	0.998	42.082	0.991	0.949
128	-0.002	0.099	0.984	0.981	0.997	0.998	42.091	0.989	0.948
129	-0.004	0.092	0.987	0.982	0.995	0.997	42.083	0.987	0.946
130	-0.002	0.092	0.986	0.982	0.996	0.997	42.084	0.988	0.947
131	-0.003	0.093	0.984	0.982	0.998	0.998	42.078	0.991	0.949
132	-0.014	0.095	0.984	0.982	0.998	0.998	42.079	0.991	0.948
133	-0.037	0.098	0.985	0.98	0.997	0.998	42.075	0.99	0.948
134	-0.004	0.097	0.985	0.98	0.997	0.998	42.086	0.99	0.949
135	-0.001	0.096	0.984	0.982	0.998	0.998	42.08	0.991	0.949
136	-0.011	0.093	0.985	0.982	0.997	0.999	42.086	0.99	0.948
137	-0.017	0.098	0.983	0.981	0.998	0.998	42.077	0.989	0.949
138	-0.011	0.095	0.985	0.982	0.996	0.997	42.086	0.987	0.947
139	-0.009	0.089	0.986	0.983	0.998	0.998	42.081	0.991	0.948
140	-0.012	0.091	0.985	0.982	0.998	0.998	42.085	0.99	0.947
141	-0.013	0.093	0.986	0.982	0.997	0.998	42.086	0.99	0.947
142	-0.007	0.091	0.985	0.983	0.997	0.998	42.082	0.99	0.948
143	-0.011	0.097	0.984	0.98	0.998	0.998	42.079	0.991	0.948
144	-0.007	0.091	0.986	0.982	0.996	0.997	42.085	0.99	0.948
145	-0.011	0.104	0.984	0.979	0.997	0.998	42.082	0.99	0.948
146	-0.017	0.091	0.984	0.984	0.997	0.998	42.08	0.99	0.947
147	-0.021	0.095	0.986	0.982	0.997	0.998	42.079	0.99	0.948
148	-0.016	0.094	0.984	0.981	0.998	0.998	42.084	0.991	0.947
149	-0.004	0.086	0.987	0.985	0.997	0.997	42.079	0.99	0.949
150	-0.006	0.093	0.985	0.983	0.997	0.998	42.08	0.99	0.949
151	-0.008	0.089	0.986	0.984	0.998	0.999	42.083	0.992	0.948
152	-0.007	0.093	0.984	0.983	0.997	0.998	42.081	0.991	0.947
153	-0.016	0.09	0.985	0.983	0.996	0.998	42.082	0.986	0.947
154	-0.019	0.092	0.985	0.984	0.998	0.999	42.083	0.991	0.948
155	-0.018	0.092	0.985	0.983	0.997	0.998	42.083	0.989	0.947
156	-0.021	0.096	0.986	0.981	0.998	0.999	42.077	0.992	0.949
157	-0.02	0.091	0.985	0.983	0.998	0.998	42.081	0.991	0.948
158	-0.026	0.086	0.986	0.985	0.997	0.998	42.08	0.99	0.949
159	-0.023	0.095	0.986	0.982	0.998	0.998	42.077	0.99	0.949
160	-0.027	0.092	0.984	0.983	0.998	0.999	42.079	0.992	0.948
161	-0.028	0.101	0.984	0.98	0.997	0.998	42.083	0.992	0.948
162	-0.033	0.093	0.985	0.983	0.997	0.998	42.077	0.99	0.948
163	-0.031	0.097	0.984	0.981	0.998	0.999	42.083	0.992	0.948
164	-0.036	0.103	0.984	0.98	0.998	0.999	42.081	0.992	0.948
165	-0.019	0.079	0.986	0.987	0.997	0.998	42.085	0.991	0.948
166	-0.014	0.101	0.984	0.98	0.997	0.998	42.08	0.99	0.948
167	-0.021	0.088	0.985	0.984	0.997	0.998	42.086	0.99	0.948
168	-0.019	0.091	0.984	0.982	0.997	0.998	42.075	0.99	0.95
169	-0.024	0.092	0.984	0.984	0.998	0.998	42.086	0.989	0.947
170	-0.017	0.091	0.985	0.982	0.997	0.998	42.079	0.992	0.948
171	-0.028	0.093	0.985	0.983	0.997	0.998	42.082	0.989	0.947
172	-0.026	0.085	0.987	0.985	0.998	0.998	42.08	0.99	0.948
173	-0.025	0.088	0.986	0.984	0.997	0.998	42.08	0.99	0.949
174	-0.034	0.092	0.985	0.984	0.998	0.999	42.078	0.991	0.949
175	-0.037	0.098	0.983	0.98	0.997	0.998	42.081	0.99	0.948
176	-0.036	0.077	0.986	0.986	0.997	0.998	42.078	0.991	0.948
177	-0.035	0.094	0.985	0.983	0.997	0.997	42.078	0.99	0.948
178	-0.03	0.092	0.985	0.983	0.998	0.998	42.079	0.991	0.949
179	-0.034	0.1	0.985	0.979	0.997	0.998	42.077	0.99	0.949
180	-0.041	0.094	0.986	0.982	0.998	0.999	42.079	0.991	0.948
181	-0.034	0.089	0.985	0.984	0.997	0.998	42.086	0.99	0.947
182	-0.04	0.105	0.984	0.98	0.998	0.998	42.079	0.99	0.949
183	-0.041	0.092	0.985	0.983	0.998	0.998	42.076	0.99	0.949
184	-0.038	0.088	0.986	0.983	0.997	0.998	42.081	0.992	0.948
185	-0.047	0.092	0.985	0.983	0.996	0.997	42.084	0.985	0.948
186	-0.048	0.09	0.986	0.983	0.998	0.998	42.079	0.991	0.949
187	-0.049	0.089	0.986	0.983	0.998	0.998	42.078	0.992	0.948
188	-0.048	0.089	0.985	0.983	0.997	0.998	42.081	0.99	0.947
189	-0.052	0.092	0.986	0.983	0.997	0.998	42.082	0.989	0.948
190	-0.053	0.088	0.985	0.983	0.997	0.998	42.081	0.991	0.947
191	-0.046	0.08	0.985	0.985	0.997	0.998	42.08	0.991	0.948
192	-0.047	0.087	0.986	0.984	0.998	0.998	42.081	0.991	0.948
193	-0.053	0.083	0.986	0.985	0.997	0.998	42.082	0.99	0.948
194	-0.055	0.095	0.986	0.98	0.998	0.998	42.078	0.991	0.949
195	-0.054	0.09	0.985	0.983	0.997	0.999	42.076	0.991	0.949
196	-0.051	0.092	0.986	0.982	0.997	0.998	42.081	0.99	0.947
197	-0.048	0.097	0.985	0.981	0.997	0.998	42.076	0.989	0.949
198	-0.058	0.082	0.986	0.986	0.997	0.998	42.084	0.99	0.947
199	-0.043	0.092	0.986	0.981	0.997	0.998	42.086	0.988	0.948
200	-0.046	0.091	0.987	0.984	0.997	0.998	42.079	0.99	0.949
201	-0.06	0.086	0.986	0.984	0.997	0.998	42.082	0.99	0.948
202	-0.061	0.096	0.986	0.981	0.997	0.998	42.078	0.99	0.949
203	-0.06	0.095	0.985	0.981	0.998	0.998	42.082	0.99	0.948
204	-0.051	0.095	0.986	0.982	0.998	0.999	42.079	0.992	0.948
205	-0.053	0.09	0.986	0.983	0.997	0.998	42.086	0.99	0.947
206	-0.057	0.094	0.984	0.982	0.997	0.998	42.078	0.988	0.948
207	-0.032	0.088	0.985	0.984	0.997	0.998	42.079	0.991	0.948
208	-0.029	0.092	0.986	0.983	0.997	0.998	42.085	0.99	0.948
209	-0.038	0.09	0.985	0.982	0.997	0.998	42.08	0.99	0.948
210	-0.041	0.085	0.987	0.984	0.997	0.998	42.082	0.99	0.948
211	-0.044	0.089	0.985	0.983	0.997	0.998	42.083	0.991	0.948
212	-0.041	0.093	0.984	0.983	0.996	0.998	42.081	0.987	0.947
213	-0.054	0.085	0.986	0.984	0.997	0.998	42.078	0.989	0.949
214	-0.021	0.092	0.985	0.983	0.998	0.998	42.082	0.99	0.948
215	-0.046	0.085	0.987	0.984	0.997	0.998	42.074	0.99	0.95
216	-0.054	0.099	0.985	0.98	0.997	0.998	42.076	0.99	0.949
217	-0.055	0.09	0.986	0.983	0.998	0.998	42.084	0.99	0.948
218	-0.055	0.098	0.985	0.981	0.997	0.997	42.078	0.989	0.949
219	-0.055	0.087	0.986	0.983	0.997	0.998	42.076	0.99	0.949
220	-0.061	0.096	0.985	0.983	0.998	0.999	42.079	0.991	0.949
221	-0.055	0.122	0.982	0.982	0.996	0.998	42.081	0.982	0.947
222	-0.048	0.082	0.987	0.984	0.996	0.998	42.08	0.99	0.948
223	-0.056	0.094	0.985	0.983	0.997	0.998	42.082	0.991	0.947
224	-0.058	0.094	0.985	0.981	0.998	0.999	42.082	0.991	0.948
225	-0.058	0.096	0.985	0.98	0.997	0.998	42.087	0.99	0.947
226	-0.05	0.091	0.986	0.983	0.998	0.998	42.084	0.991	0.947
227	-0.043	0.087	0.986	0.984	0.997	0.997	42.076	0.989	0.95
228	-0.047	0.091	0.985	0.982	0.998	0.998	42.082	0.991	0.947
229	-0.049	0.087	0.986	0.984	0.998	0.998	42.08	0.99	0.948
230	-0.044	0.097	0.984	0.98	0.997	0.999	42.083	0.991	0.948
231	-0.048	0.097	0.984	0.981	0.996	0.998	42.08	0.99	0.948
232	-0.044	0.097	0.985	0.983	0.997	0.998	42.083	0.99	0.948
233	-0.051	0.082	0.987	0.985	0.996	0.998	42.085	0.989	0.947
234	-0.054	0.089	0.986	0.983	0.997	0.998	42.081	0.992	0.948
235	-0.053	0.095	0.986	0.982	0.998	0.999	42.079	0.992	0.949
236	-0.032	0.09	0.986	0.982	0.997	0.998	42.081	0.99	0.947
237	-0.055	0.083	0.987	0.985	0.998	0.999	42.081	0.992	0.948
238	-0.05	0.083	0.985	0.986	0.997	0.998	42.083	0.991	0.947
239	-0.055	0.1	0.986	0.979	0.998	0.998	42.082	0.992	0.948
240	-0.054	0.083	0.986	0.984	0.998	0.999	42.081	0.99	0.949
241	-0.052	0.087	0.985	0.985	0.998	0.999	42.075	0.99	0.949
242	-0.048	0.093	0.986	0.981	0.998	0.998	42.078	0.991	0.948
243	-0.055	0.099	0.984	0.981	0.997	0.998	42.078	0.991	0.948
244	-0.051	0.089	0.986	0.983	0.997	0.998	42.085	0.991	0.948
245	-0.058	0.087	0.987	0.983	0.996	0.997	42.083	0.987	0.947
246	-0.055	0.097	0.984	0.982	0.998	0.998	42.077	0.99	0.949
247	-0.058	0.09	0.985	0.984	0.998	0.998	42.086	0.991	0.947
248	-0.051	0.086	0.986	0.983	0.998	0.998	42.079	0.99	0.948
249	-0.062	0.084	0.986	0.985	0.997	0.998	42.08	0.989	0.949
250	-0.051	0.095	0.985	0.983	0.998	0.998	42.083	0.99	0.948
251	-0.056	0.103	0.984	0.98	0.998	0.999	42.083	0.991	0.947
252	-0.053	0.102	0.984	0.981	0.997	0.998	42.083	0.99	0.948
253	-0.058	0.087	0.986	0.983	0.998	0.998	42.081	0.992	0.948
254	-0.055	0.095	0.986	0.981	0.997	0.998	42.081	0.989	0.949
255	-0.055	0.084	0.986	0.985	0.998	0.998	42.082	0.991	0.948
256	-0.058	0.096	0.986	0.982	0.998	0.999	42.083	0.991	0.948
257	-0.056	0.091	0.986	0.982	0.998	0.999	42.082	0.992	0.947
258	-0.065	0.086	0.986	0.985	0.997	0.998	42.08	0.99	0.949
259	-0.062	0.094	0.985	0.982	0.996	0.997	42.086	0.989	0.947
260	-0.067	0.095	0.986	0.983	0.998	0.999	42.084	0.99	0.948
261	-0.067	0.083	0.987	0.985	0.998	0.999	42.08	0.991	0.948
262	-0.068	0.089	0.986	0.983	0.997	0.997	42.081	0.99	0.948
263	-0.07	0.09	0.986	0.983	0.997	0.998	42.077	0.99	0.949
264	-0.069	0.095	0.985	0.981	0.998	0.998	42.083	0.991	0.948
265	-0.071	0.076	0.986	0.987	0.997	0.998	42.081	0.99	0.948
266	-0.07	0.096	0.984	0.981	0.998	0.998	42.082	0.99	0.948
267	-0.072	0.098	0.984	0.981	0.997	0.998	42.08	0.99	0.948
268	-0.071	0.089	0.986	0.983	0.997	0.998	42.081	0.99	0.948
269	-0.079	0.09	0.985	0.984	0.998	0.999	42.077	0.991	0.949
270	-0.066	0.088	0.985	0.984	0.997	0.998	42.08	0.99	0.949
271	-0.076	0.095	0.985	0.983	0.998	0.998	42.085	0.99	0.947
272	-0.071	0.079	0.987	0.986	0.997	0.998	42.08	0.991	0.948
273	-0.079	0.105	0.985	0.978	0.997	0.998	42.081	0.99	0.948
274	-0.072	0.09	0.986	0.983	0.997	0.998	42.087	0.99	0.947
275	-0.078	0.084	0.987	0.983	0.997	0.998	42.087	0.991	0.947
276	-0.083	0.091	0.987	0.982	0.997	0.998	42.08	0.99	0.948
277	-0.071	0.088	0.986	0.983	0.997	0.998	42.084	0.99	0.948
278	-0.074	0.081	0.986	0.986	0.997	0.998	42.087	0.99	0.948
279	-0.076	0.094	0.985	0.982	0.998	0.999	42.078	0.99	0.948
280	-0.064	0.1	0.983	0.98	0.998	0.998	42.085	0.992	0.947
281	-0.07	0.097	0.985	0.981	0.997	0.997	42.084	0.989	0.947
282	-0.06	0.094	0.985	0.981	0.998	0.998	42.079	0.99	0.949
283	-0.068	0.097	0.985	0.981	0.998	0.999	42.08	0.991	0.948
284	-0.075	0.092	0.985	0.983	0.997	0.998	42.082	0.991	0.948
285	-0.067	0.096	0.984	0.982	0.998	0.999	42.083	0.991	0.948
286	-0.066	0.095	0.985	0.982	0.997	0.998	42.082	0.989	0.948
287	-0.065	0.085	0.985	0.984	0.997	0.998	42.079	0.99	0.949
288	-0.069	0.096	0.985	0.982	0.998	0.999	42.078	0.991	0.949
289	-0.06	0.093	0.985	0.982	0.998	0.999	42.083	0.992	0.947
290	-0.066	0.09	0.986	0.983	0.997	0.998	42.087	0.99	0.947
291	-0.065	0.086	0.985	0.984	0.998	0.999	42.084	0.991	0.948
292	-0.053	0.097	0.985	0.981	0.997	0.998	42.089	0.989	0.947
293	-0.068	0.097	0.987	0.981	0.997	0.997	42.083	0.989	0.948
294	-0.07	0.097	0.985	0.981	0.997	0.998	42.083	0.989	0.947
295	-0.029	0.097	0.984	0.983	0.997	0.998	42.083	0.99	0.948
296	-0.052	0.102	0.986	0.98	0.997	0.998	42.085	0.991	0.947
297	-0.029	0.097	0.985	0.98	0.996	0.997	42.083	0.985	0.947
298	-0.038	0.09	0.986	0.982	0.997	0.998	42.079	0.989	0.949
299	-0.046	0.081	0.986	0.986	0.997	0.998	42.08	0.991	0.948
300	-0.06	0.093	0.985	0.981	0.998	0.998	42.079	0.991	0.947
