epoch	train.acc	train.loss	val.acc
1	0.5066144245426829	1.4064685402846917	0.5290681306306306
2	0.5650604992378049	1.3571334798161576	0.5865357545045045
3	0.6124142530487805	1.3161532529970494	0.6163780968468469
4	0.6437571455792683	1.279363676396812	0.6387598536036037
5	0.6637338033536585	1.2471458086153355	0.6514287725225225
6	0.6812809641768293	1.2189621820682432	0.6621269707207207
7	0.7031273818597561	1.1881004327681006	0.6820453265765766
8	0.7181616806402439	1.16190568644826	0.6963682432432432
9	0.7314786585365853	1.1405290940912758	0.7064329954954955
10	0.7454935213414634	1.1139771449856641	0.7276886261261262
11	0.7644078696646341	1.077411913871765	0.7424338400900901
12	0.7871046112804878	1.0319098809870277	0.7551731418918919
13	0.8100133384146342	0.9825578590718711	0.7659065315315315
14	0.8255049542682927	0.9441453029469746	0.7916666666666666
15	0.8432474275914634	0.9073936407159015	0.8091920045045045
16	0.8539562690548781	0.8812897091958581	0.816089527027027
17	0.8638576600609756	0.8591411642911958	0.8381193693693694
18	0.8775223894817074	0.8204278434195169	0.8438907657657657
19	0.8845417301829268	0.8037551562960555	0.8471283783783784
20	0.893850038109756	0.7732268060125955	0.8558558558558559
21	0.9012719131097561	0.7487615391975496	0.8643369932432432
22	0.9042682926829269	0.7429813210557147	0.872290259009009
23	0.9103920541158537	0.718453067977254	0.8769003378378378
24	0.9181926448170732	0.6744507420353774	0.8838682432432432
25	0.9204125381097561	0.6762918414139166	0.8907657657657657
26	0.9279153963414634	0.6483204537775459	0.8932995495495496
27	0.9284775152439024	0.6399309393836231	0.9010768581081081
28	0.9301662538109756	0.6312827377784543	0.9007953265765766
29	0.9337628620426829	0.6270689635742002	0.9086078265765766
30	0.9386766387195122	0.5959847051922867	0.9113879504504504
31	0.9404106326219512	0.6011980978454031	0.9149774774774775
32	0.9446836890243903	0.5735151718302471	0.9270129504504504
33	0.9439738948170732	0.57878366476152	0.9182150900900901
34	0.9458436547256097	0.5739126544173171	0.9211007882882883
35	0.9504096798780488	0.5522417818627706	0.9230011261261262
36	0.9517125571646341	0.5506350819657488	0.9230363175675675
37	0.9531774009146341	0.5301578623492543	0.9284557995495496
38	0.9551829268292683	0.5224084647690378	0.93359375
39	0.9576505335365854	0.5209539888835535	0.9381686373873874
40	0.9575671684451219	0.5053859780474407	0.9379926801801802
41	0.9606897865853659	0.5015245603352059	0.9401393581081081
42	0.9614329268292683	0.5089592987444342	0.9414766328828829
43	0.9595250571646341	0.504903455333012	0.9385557432432432
44	0.9645102896341463	0.47970796314681446	0.9434121621621622
45	0.9634527439024391	0.4749967460952154	0.9373944256756757
46	0.9617878239329268	0.4951757236224849	0.9496058558558559
47	0.9655225800304879	0.471878275347919	0.9383094031531531
48	0.9655059070121951	0.46792559441996784	0.9479870495495496
49	0.9684475038109757	0.4489977183138452	0.9492891328828829
50	0.9673661394817074	0.4636139900946036	0.9513302364864865
51	0.9707364710365853	0.4418264032863989	0.9498170045045045
52	0.9713605182926829	0.43426115556461053	0.9502393018018018
53	0.9703791920731707	0.4402820186644066	0.9545678490990991
54	0.9720060022865854	0.42907801263216067	0.9533361486486487
55	0.9700695503048781	0.42090405632809896	0.9470016891891891
56	0.9698146913109756	0.42864358657743873	0.9541455518018018
57	0.9738614710365854	0.40499801897421117	0.9568904842342343
58	0.9740567835365853	0.40602529790343306	0.9521396396396397
59	0.9744807545731707	0.4016481858201143	0.9598113738738738
60	0.9735923208841464	0.42165720128431555	0.9629434121621622
61	0.9739924733231707	0.4033890216088877	0.9574535472972973
62	0.974192549542683	0.4013191554604507	0.9586148648648649
63	0.9752405678353658	0.3985329803170227	0.9601984797297297
64	0.9760575457317073	0.3930735910811075	0.9611838400900901
65	0.9763886242378049	0.3927181801417979	0.9616061373873874
66	0.9776319550304878	0.38188538027972707	0.9643510698198198
67	0.9778225038109756	0.37125936063324533	0.9628026463963963
68	0.9785013338414634	0.37845046687416917	0.9620636261261262
69	0.9768673780487804	0.3756152354362534	0.9660754504504504
70	0.9790158155487805	0.3629242900668121	0.9613246058558559
71	0.9786990282012196	0.36116268423999226	0.9610078828828829
72	0.9789276867378048	0.3622204436034691	0.9639991554054054
73	0.9787752477134146	0.36484033225513085	0.9668848536036037
74	0.9806211890243902	0.35036476770552194	0.9720579954954955
75	0.9809046303353659	0.35336423952405044	0.9693130630630631
76	0.9810618330792683	0.3502568649082649	0.9695242117117117
77	0.9801876905487805	0.3479735141120306	0.9681869369369369
78	0.9817835365853659	0.3489014538323007	0.9708966779279279
79	0.9810999428353658	0.34019160466950116	0.9681869369369369
80	0.9832102705792682	0.33090147979375795	0.9683277027027027
81	0.9818145007621951	0.3330686265375556	0.9704039977477478
82	0.9831602515243902	0.3311308884766044	0.970579954954955
83	0.98232421875	0.3345683726595669	0.969700168918919
84	0.9818002096036585	0.32713236067353224	0.9694890202702703
85	0.9818192644817073	0.3314661401800993	0.9741342905405406
86	0.9827124618902439	0.32710492683619985	0.9718820382882883
87	0.9829506478658536	0.3234270913571846	0.969946509009009
88	0.9831935975609756	0.32645713112703184	0.9682573198198198
89	0.9823194550304878	0.31819682397493504	0.9714949324324325
90	0.9817478086890243	0.32469539206202436	0.9703688063063063
91	0.9828911013719512	0.31816879103823403	0.9715653153153153
92	0.98173828125	0.3258320749532886	0.9735712274774775
93	0.9844821836890244	0.3142368469296432	0.9755771396396397
94	0.9858184070121951	0.2985252848849064	0.9744510135135135
95	0.9843011623475609	0.3057823970550444	0.9729377815315315
96	0.9843345083841464	0.3081461588783962	0.9765976914414415
97	0.9832102705792682	0.3090557256849801	0.9668848536036037
98	0.9849823742378049	0.30634541969473766	0.9739583333333334
99	0.9861185213414634	0.3020183442569361	0.9735712274774775
100	0.984253525152439	0.30449657454723267	0.9740639076576577
101	0.9838914824695122	0.30700819259736595	0.9768440315315315
102	0.9831935975609756	0.30650405229591743	0.9763865427927928
103	0.9848680449695122	0.29905889997395074	0.9757179054054054
104	0.9843630907012195	0.29391319490060575	0.9762809684684685
105	0.9849680830792683	0.2942051829361334	0.9770903716216216
106	0.9858827172256097	0.2944955528872769	0.9770903716216216
107	0.986108993902439	0.29038653082963894	0.9737119932432432
108	0.9849490282012195	0.2988673732411571	0.9750492680180181
109	0.9847560975609756	0.29506600150247897	0.9754363738738738
110	0.9869831364329268	0.27733276370095045	0.9745565878378378
111	0.987233231707317	0.28143803135650913	0.9724451013513513
112	0.9851967416158537	0.29049153640502834	0.9759994369369369
113	0.9879787538109757	0.2705496438392779	0.9762809684684685
114	0.9869188262195122	0.27973117621206656	0.9763513513513513
