epoch	train.loss	train.mjpeg_acc	train.noise_acc	train.raw_acc	val.mjpeg_acc	val.noise_acc	val.psnr	val.quantized_acc	val.raw_acc	val.ssim
1	2.088	0.504	0.503	0.503	0.504	0.502	42.124	0.503	0.503	0.965
2	2.071	0.528	0.526	0.525	0.534	0.531	42.035	0.533	0.532	0.972
3	2.061	0.539	0.537	0.537	0.535	0.532	42.018	0.535	0.533	0.963
4	2.052	0.545	0.543	0.543	0.549	0.549	41.999	0.55	0.548	0.965
5	2.044	0.552	0.55	0.55	0.557	0.553	42.004	0.556	0.553	0.961
6	2.038	0.556	0.554	0.554	0.561	0.561	41.981	0.563	0.562	0.965
7	2.028	0.562	0.56	0.56	0.567	0.566	41.981	0.568	0.566	0.963
8	2.019	0.565	0.564	0.564	0.571	0.569	41.99	0.571	0.57	0.957
9	2.002	0.568	0.567	0.567	0.569	0.568	41.989	0.571	0.567	0.958
10	1.989	0.574	0.572	0.573	0.577	0.575	41.99	0.578	0.573	0.953
11	1.971	0.583	0.58	0.582	0.582	0.58	41.988	0.583	0.582	0.953
12	1.95	0.592	0.589	0.59	0.604	0.601	41.989	0.605	0.602	0.954
13	1.929	0.605	0.599	0.602	0.615	0.612	41.988	0.616	0.612	0.956
14	1.911	0.612	0.607	0.61	0.616	0.611	41.988	0.619	0.614	0.957
15	1.893	0.618	0.611	0.617	0.63	0.623	41.99	0.632	0.631	0.956
16	1.87	0.629	0.616	0.63	0.635	0.617	41.989	0.638	0.635	0.956
17	1.846	0.637	0.619	0.639	0.64	0.621	41.989	0.644	0.642	0.953
18	1.824	0.644	0.624	0.645	0.644	0.625	41.988	0.649	0.646	0.951
19	1.81	0.644	0.626	0.645	0.648	0.631	41.989	0.654	0.651	0.951
20	1.789	0.649	0.631	0.65	0.651	0.633	41.987	0.654	0.652	0.951
21	1.763	0.66	0.642	0.66	0.657	0.637	41.988	0.658	0.656	0.952
22	1.737	0.67	0.65	0.671	0.683	0.659	41.988	0.684	0.682	0.949
23	1.7	0.681	0.662	0.682	0.686	0.67	41.989	0.69	0.688	0.947
24	1.66	0.693	0.674	0.696	0.694	0.671	41.989	0.701	0.697	0.945
25	1.635	0.701	0.68	0.702	0.702	0.676	41.988	0.707	0.703	0.948
26	1.604	0.707	0.688	0.709	0.71	0.683	41.989	0.718	0.714	0.946
27	1.568	0.717	0.696	0.721	0.715	0.693	41.989	0.724	0.721	0.945
28	1.548	0.723	0.7	0.725	0.72	0.699	41.989	0.727	0.724	0.943
29	1.526	0.729	0.706	0.732	0.733	0.712	41.99	0.74	0.737	0.944
30	1.496	0.737	0.714	0.739	0.745	0.724	41.991	0.752	0.748	0.944
31	1.475	0.742	0.718	0.744	0.731	0.708	41.989	0.738	0.735	0.943
32	1.468	0.742	0.719	0.746	0.752	0.73	41.99	0.76	0.756	0.941
33	1.428	0.753	0.729	0.757	0.759	0.737	41.99	0.765	0.762	0.943
34	1.417	0.756	0.731	0.76	0.756	0.725	41.99	0.764	0.76	0.942
35	1.377	0.766	0.741	0.77	0.766	0.737	41.991	0.772	0.77	0.943
36	1.357	0.77	0.747	0.774	0.767	0.744	41.991	0.774	0.772	0.943
37	1.34	0.774	0.751	0.778	0.777	0.752	41.993	0.782	0.78	0.942
38	1.313	0.78	0.758	0.783	0.78	0.764	41.993	0.789	0.787	0.942
39	1.297	0.785	0.762	0.788	0.786	0.758	41.995	0.795	0.793	0.94
40	1.262	0.794	0.771	0.798	0.79	0.77	41.996	0.801	0.797	0.941
41	1.244	0.798	0.773	0.802	0.804	0.781	41.994	0.811	0.808	0.941
42	1.214	0.805	0.781	0.81	0.806	0.785	41.997	0.815	0.812	0.941
43	1.189	0.811	0.786	0.816	0.81	0.783	41.996	0.821	0.816	0.94
44	1.158	0.817	0.792	0.822	0.82	0.794	42.0	0.827	0.823	0.941
45	1.142	0.821	0.796	0.825	0.826	0.795	41.998	0.835	0.833	0.941
46	1.121	0.825	0.799	0.831	0.828	0.805	42.0	0.838	0.834	0.94
47	1.103	0.827	0.803	0.833	0.829	0.812	42.0	0.838	0.834	0.939
48	1.08	0.83	0.809	0.836	0.829	0.798	42.001	0.839	0.835	0.939
49	1.067	0.833	0.81	0.839	0.835	0.813	42.001	0.843	0.841	0.94
50	1.043	0.836	0.816	0.843	0.83	0.812	42.001	0.842	0.84	0.94
51	1.031	0.837	0.818	0.844	0.836	0.821	42.0	0.85	0.846	0.939
52	1.004	0.843	0.822	0.85	0.848	0.827	42.001	0.86	0.858	0.938
53	0.974	0.849	0.828	0.857	0.852	0.832	42.002	0.863	0.861	0.939
54	0.965	0.851	0.831	0.859	0.849	0.831	42.003	0.862	0.859	0.937
55	0.944	0.855	0.834	0.863	0.854	0.837	42.003	0.866	0.862	0.938
56	0.921	0.86	0.84	0.868	0.863	0.84	42.002	0.873	0.869	0.937
57	0.908	0.861	0.842	0.87	0.867	0.846	42.003	0.881	0.876	0.937
58	0.879	0.868	0.848	0.877	0.871	0.849	42.003	0.885	0.881	0.937
59	0.858	0.874	0.853	0.883	0.875	0.851	42.004	0.889	0.884	0.937
60	0.839	0.877	0.855	0.887	0.885	0.862	42.003	0.895	0.892	0.939
61	0.808	0.884	0.862	0.894	0.885	0.862	42.003	0.899	0.896	0.939
62	0.797	0.887	0.864	0.897	0.892	0.866	42.004	0.905	0.902	0.936
63	0.774	0.891	0.868	0.903	0.892	0.867	42.003	0.909	0.904	0.939
64	0.757	0.896	0.871	0.906	0.89	0.865	42.003	0.909	0.904	0.936
65	0.748	0.896	0.873	0.908	0.903	0.874	42.002	0.918	0.916	0.937
66	0.715	0.903	0.879	0.915	0.898	0.876	42.004	0.917	0.912	0.936
67	0.712	0.904	0.879	0.915	0.908	0.881	42.003	0.924	0.92	0.935
68	0.694	0.905	0.882	0.918	0.905	0.885	42.003	0.923	0.921	0.935
69	0.694	0.905	0.884	0.918	0.912	0.893	42.003	0.927	0.924	0.933
70	0.674	0.908	0.886	0.921	0.912	0.889	42.003	0.927	0.921	0.936
71	0.644	0.913	0.893	0.925	0.912	0.893	42.003	0.932	0.927	0.933
72	0.63	0.916	0.896	0.928	0.914	0.895	42.005	0.93	0.926	0.936
73	0.613	0.919	0.899	0.932	0.919	0.901	42.004	0.937	0.934	0.935
74	0.609	0.92	0.9	0.933	0.92	0.906	42.004	0.938	0.935	0.935
75	0.585	0.924	0.905	0.938	0.927	0.909	42.004	0.944	0.941	0.935
76	0.554	0.929	0.911	0.943	0.927	0.902	42.005	0.945	0.941	0.936
77	0.548	0.929	0.914	0.944	0.927	0.914	42.005	0.945	0.941	0.935
78	0.529	0.932	0.917	0.946	0.93	0.916	42.005	0.949	0.946	0.935
79	0.524	0.932	0.917	0.947	0.93	0.915	42.004	0.948	0.945	0.936
80	0.536	0.929	0.915	0.945	0.93	0.91	42.005	0.95	0.947	0.936
81	0.51	0.933	0.92	0.949	0.936	0.925	42.005	0.956	0.952	0.935
82	0.487	0.937	0.925	0.953	0.933	0.926	42.005	0.954	0.95	0.934
83	0.486	0.937	0.925	0.953	0.937	0.925	42.005	0.957	0.954	0.934
84	0.471	0.939	0.928	0.955	0.94	0.932	42.003	0.962	0.957	0.934
85	0.446	0.943	0.931	0.96	0.944	0.933	42.006	0.963	0.958	0.933
86	0.455	0.941	0.931	0.959	0.947	0.938	42.005	0.969	0.966	0.935
87	0.434	0.944	0.936	0.962	0.94	0.933	42.004	0.961	0.957	0.934
88	0.427	0.946	0.936	0.963	0.946	0.941	42.005	0.97	0.967	0.934
89	0.411	0.948	0.938	0.966	0.95	0.944	42.005	0.973	0.969	0.934
90	0.398	0.949	0.943	0.967	0.941	0.935	42.003	0.965	0.961	0.931
91	0.404	0.947	0.941	0.967	0.952	0.948	42.004	0.975	0.971	0.933
92	0.377	0.952	0.946	0.97	0.948	0.94	42.003	0.972	0.969	0.934
93	0.367	0.953	0.947	0.971	0.955	0.947	42.004	0.976	0.972	0.935
94	0.362	0.954	0.948	0.971	0.952	0.946	42.005	0.975	0.971	0.933
95	0.334	0.957	0.954	0.974	0.957	0.954	42.005	0.979	0.976	0.932
96	0.34	0.956	0.952	0.974	0.956	0.949	42.006	0.977	0.975	0.932
97	0.35	0.954	0.951	0.973	0.955	0.953	42.005	0.978	0.975	0.931
98	0.34	0.955	0.953	0.974	0.957	0.957	42.005	0.979	0.976	0.934
99	0.316	0.958	0.956	0.977	0.954	0.955	42.005	0.979	0.975	0.932
100	0.31	0.959	0.958	0.978	0.953	0.952	42.005	0.979	0.974	0.931
101	0.313	0.958	0.956	0.977	0.958	0.955	42.005	0.98	0.977	0.934
102	0.303	0.96	0.958	0.978	0.962	0.959	42.006	0.981	0.979	0.933
103	0.295	0.96	0.96	0.979	0.96	0.961	42.006	0.982	0.979	0.933
104	0.293	0.96	0.96	0.979	0.963	0.96	42.006	0.982	0.979	0.932
105	0.291	0.961	0.959	0.98	0.959	0.959	42.005	0.982	0.979	0.934
106	0.285	0.961	0.961	0.98	0.962	0.964	42.004	0.982	0.979	0.932
107	0.27	0.963	0.964	0.982	0.965	0.967	42.006	0.985	0.982	0.932
108	0.272	0.963	0.963	0.982	0.964	0.967	42.006	0.985	0.983	0.933
109	0.264	0.964	0.964	0.982	0.966	0.961	42.005	0.985	0.982	0.933
110	0.257	0.966	0.966	0.983	0.964	0.968	42.005	0.986	0.983	0.933
111	0.255	0.965	0.966	0.983	0.963	0.964	42.006	0.985	0.982	0.933
112	0.248	0.966	0.967	0.985	0.966	0.969	42.005	0.988	0.986	0.932
113	0.246	0.966	0.967	0.985	0.966	0.966	42.004	0.987	0.985	0.935
114	0.234	0.968	0.97	0.986	0.966	0.971	42.005	0.988	0.986	0.933
115	0.23	0.969	0.971	0.986	0.965	0.967	42.005	0.986	0.983	0.933
116	0.224	0.969	0.971	0.987	0.971	0.972	42.006	0.991	0.988	0.931
117	0.213	0.971	0.973	0.987	0.968	0.974	42.006	0.99	0.988	0.932
118	0.224	0.968	0.971	0.986	0.969	0.969	42.005	0.989	0.987	0.933
119	0.232	0.967	0.97	0.986	0.967	0.972	42.006	0.988	0.986	0.931
120	0.226	0.968	0.97	0.986	0.968	0.974	42.005	0.99	0.987	0.932
121	0.222	0.968	0.972	0.987	0.96	0.966	42.005	0.985	0.983	0.933
122	0.229	0.967	0.971	0.986	0.97	0.976	42.005	0.991	0.989	0.933
123	0.208	0.97	0.974	0.988	0.969	0.972	42.006	0.991	0.988	0.932
124	0.214	0.969	0.973	0.988	0.97	0.975	42.005	0.991	0.989	0.93
125	0.206	0.97	0.974	0.988	0.969	0.976	42.006	0.991	0.989	0.932
126	0.211	0.968	0.974	0.988	0.969	0.968	42.005	0.99	0.988	0.933
127	0.205	0.97	0.974	0.988	0.969	0.975	42.006	0.991	0.989	0.931
128	0.237	0.964	0.968	0.985	0.968	0.975	42.006	0.99	0.988	0.932
129	0.193	0.971	0.977	0.989	0.971	0.976	42.004	0.991	0.99	0.931
130	0.205	0.969	0.974	0.988	0.972	0.977	42.004	0.991	0.988	0.933
131	0.198	0.971	0.976	0.988	0.97	0.978	42.004	0.99	0.988	0.932
132	0.202	0.969	0.975	0.988	0.97	0.978	42.002	0.992	0.99	0.933
133	0.189	0.971	0.977	0.99	0.97	0.979	42.005	0.992	0.99	0.93
134	0.201	0.969	0.975	0.989	0.97	0.976	42.002	0.991	0.989	0.932
135	0.196	0.97	0.975	0.989	0.972	0.978	42.003	0.992	0.989	0.931
136	0.185	0.972	0.978	0.99	0.972	0.978	42.003	0.991	0.989	0.93
137	0.183	0.972	0.978	0.99	0.973	0.98	42.003	0.992	0.99	0.929
138	0.178	0.973	0.978	0.99	0.972	0.98	42.003	0.992	0.99	0.93
139	0.177	0.973	0.978	0.99	0.969	0.974	42.002	0.991	0.989	0.929
140	0.189	0.97	0.977	0.99	0.971	0.965	42.002	0.991	0.989	0.929
141	0.209	0.968	0.971	0.988	0.971	0.978	42.002	0.991	0.989	0.932
142	0.166	0.974	0.981	0.991	0.973	0.979	42.001	0.992	0.99	0.931
143	0.169	0.974	0.979	0.991	0.977	0.983	42.003	0.993	0.992	0.932
144	0.182	0.972	0.978	0.99	0.97	0.979	42.002	0.992	0.99	0.93
145	0.182	0.97	0.978	0.99	0.975	0.982	42.002	0.993	0.991	0.929
146	0.171	0.972	0.98	0.991	0.974	0.982	42.002	0.993	0.991	0.931
147	0.167	0.974	0.98	0.992	0.974	0.981	42.002	0.993	0.991	0.931
148	0.17	0.973	0.979	0.991	0.971	0.979	42.002	0.992	0.99	0.93
149	0.161	0.975	0.981	0.992	0.974	0.982	42.0	0.994	0.993	0.93
150	0.167	0.973	0.98	0.991	0.971	0.977	42.001	0.993	0.992	0.932
151	0.173	0.972	0.979	0.991	0.973	0.981	42.0	0.993	0.991	0.93
152	0.167	0.973	0.98	0.991	0.973	0.981	42.0	0.992	0.991	0.931
153	0.161	0.974	0.98	0.992	0.975	0.983	42.0	0.994	0.992	0.932
154	0.163	0.973	0.98	0.991	0.967	0.976	42.001	0.992	0.99	0.93
155	0.186	0.97	0.977	0.989	0.975	0.983	42.001	0.994	0.993	0.93
156	0.157	0.974	0.981	0.992	0.972	0.982	42.0	0.993	0.991	0.929
157	0.161	0.973	0.981	0.992	0.969	0.978	41.999	0.991	0.989	0.929
158	0.193	0.968	0.976	0.989	0.967	0.973	41.998	0.992	0.99	0.93
159	0.157	0.975	0.982	0.992	0.974	0.983	41.999	0.993	0.991	0.929
160	0.163	0.973	0.981	0.992	0.964	0.968	41.998	0.987	0.985	0.931
161	0.195	0.969	0.975	0.988	0.974	0.983	42.0	0.993	0.991	0.93
162	0.179	0.97	0.978	0.99	0.971	0.981	41.997	0.993	0.991	0.929
163	0.161	0.973	0.981	0.992	0.977	0.984	41.998	0.994	0.993	0.932
164	0.145	0.976	0.983	0.992	0.976	0.984	41.998	0.993	0.992	0.932
165	0.143	0.976	0.984	0.993	0.975	0.979	41.997	0.994	0.992	0.931
166	0.147	0.976	0.983	0.993	0.975	0.983	41.998	0.994	0.992	0.929
167	0.144	0.976	0.983	0.993	0.972	0.983	41.998	0.994	0.992	0.929
168	0.155	0.974	0.982	0.992	0.972	0.971	41.998	0.993	0.991	0.93
169	0.171	0.972	0.978	0.991	0.974	0.983	41.999	0.995	0.993	0.93
170	0.151	0.975	0.982	0.992	0.978	0.986	41.999	0.995	0.993	0.929
171	0.145	0.976	0.983	0.993	0.975	0.982	41.998	0.995	0.994	0.932
172	0.14	0.976	0.984	0.993	0.978	0.987	41.998	0.996	0.995	0.93
173	0.138	0.976	0.984	0.993	0.978	0.984	41.998	0.995	0.993	0.93
174	0.136	0.977	0.984	0.993	0.978	0.985	41.999	0.994	0.993	0.93
175	0.147	0.975	0.983	0.993	0.972	0.981	41.999	0.994	0.992	0.93
176	0.15	0.974	0.983	0.993	0.971	0.983	41.997	0.994	0.992	0.93
177	0.144	0.975	0.983	0.993	0.973	0.98	41.997	0.993	0.991	0.931
178	0.144	0.976	0.984	0.993	0.974	0.983	41.998	0.994	0.992	0.931
179	0.137	0.976	0.984	0.993	0.976	0.985	41.997	0.995	0.994	0.931
180	0.133	0.977	0.985	0.994	0.977	0.985	41.997	0.995	0.993	0.93
181	0.132	0.977	0.985	0.994	0.977	0.986	41.997	0.996	0.994	0.928
182	0.134	0.976	0.985	0.994	0.978	0.984	41.998	0.995	0.994	0.929
183	0.151	0.973	0.983	0.993	0.964	0.977	41.992	0.991	0.988	0.932
184	0.163	0.971	0.981	0.992	0.971	0.983	41.995	0.994	0.992	0.93
185	0.146	0.974	0.984	0.993	0.977	0.983	41.994	0.995	0.993	0.931
186	0.137	0.975	0.985	0.994	0.975	0.985	41.995	0.995	0.994	0.931
187	0.137	0.976	0.985	0.993	0.976	0.988	41.994	0.995	0.994	0.928
188	0.136	0.976	0.985	0.993	0.974	0.984	41.995	0.994	0.992	0.93
189	0.132	0.977	0.985	0.994	0.977	0.985	41.995	0.995	0.994	0.929
190	0.133	0.977	0.985	0.994	0.979	0.988	41.996	0.996	0.995	0.93
191	0.13	0.977	0.986	0.994	0.978	0.985	41.996	0.996	0.995	0.93
192	0.139	0.975	0.984	0.993	0.975	0.985	41.995	0.994	0.992	0.931
193	0.136	0.975	0.985	0.993	0.976	0.984	41.995	0.995	0.994	0.929
194	0.131	0.977	0.985	0.994	0.98	0.989	41.995	0.996	0.995	0.93
195	0.133	0.976	0.985	0.994	0.976	0.986	41.995	0.995	0.994	0.929
196	0.12	0.979	0.987	0.995	0.977	0.986	41.996	0.995	0.994	0.929
197	0.126	0.978	0.986	0.994	0.979	0.986	41.994	0.996	0.995	0.93
198	0.136	0.975	0.985	0.994	0.978	0.986	41.994	0.995	0.994	0.929
199	0.128	0.976	0.987	0.995	0.976	0.987	41.994	0.995	0.993	0.928
200	0.131	0.976	0.986	0.994	0.978	0.989	41.994	0.996	0.995	0.93
