epoch	train.loss	train.mjpeg_acc	train.noise_acc	train.raw_acc	val.mjpeg_acc	val.noise_acc	val.psnr	val.quantized_acc	val.raw_acc	val.ssim
1	2.799	0.501	0.5	0.501	0.501	0.498	42.012	0.502	0.501	0.984
2	2.773	0.502	0.5	0.502	0.498	0.499	41.994	0.497	0.499	0.984
3	2.773	0.503	0.502	0.502	0.5	0.502	42.006	0.499	0.499	0.984
4	2.773	0.502	0.501	0.502	0.504	0.505	42.03	0.504	0.504	0.984
5	2.773	0.502	0.501	0.502	0.502	0.501	41.992	0.502	0.502	0.984
6	2.773	0.504	0.503	0.505	0.493	0.496	41.991	0.495	0.494	0.983
7	2.773	0.503	0.502	0.503	0.512	0.508	42.015	0.512	0.511	0.981
8	2.773	0.505	0.504	0.504	0.504	0.507	42.01	0.503	0.503	0.982
9	2.772	0.506	0.505	0.505	0.508	0.506	42.009	0.508	0.507	0.982
10	2.771	0.509	0.508	0.509	0.506	0.506	41.988	0.506	0.506	0.981
11	2.781	0.5	0.499	0.501	0.5	0.5	41.96	0.5	0.499	0.982
12	2.773	0.502	0.501	0.502	0.502	0.502	41.961	0.501	0.501	0.981
13	2.773	0.501	0.501	0.501	0.501	0.501	41.963	0.5	0.501	0.981
14	2.772	0.502	0.502	0.503	0.506	0.505	41.969	0.506	0.504	0.981
15	2.772	0.506	0.503	0.506	0.507	0.506	41.984	0.508	0.507	0.981
16	2.769	0.514	0.511	0.513	0.509	0.509	41.97	0.508	0.508	0.982
17	2.77	0.516	0.516	0.517	0.518	0.517	41.97	0.518	0.517	0.98
18	2.761	0.529	0.527	0.528	0.53	0.529	41.969	0.532	0.529	0.981
19	2.76	0.531	0.529	0.53	0.532	0.531	41.964	0.532	0.529	0.981
20	2.756	0.535	0.532	0.533	0.535	0.533	41.962	0.535	0.532	0.982
21	2.753	0.536	0.534	0.536	0.537	0.536	41.962	0.537	0.535	0.982
22	2.751	0.54	0.537	0.539	0.546	0.543	41.958	0.545	0.544	0.981
23	2.749	0.543	0.54	0.541	0.539	0.538	41.963	0.54	0.537	0.981
24	2.75	0.544	0.542	0.543	0.541	0.539	41.96	0.54	0.54	0.981
25	2.741	0.549	0.548	0.549	0.548	0.549	41.961	0.549	0.547	0.981
26	2.743	0.551	0.547	0.551	0.553	0.55	41.96	0.552	0.55	0.981
27	2.736	0.555	0.552	0.553	0.548	0.546	41.959	0.549	0.547	0.981
28	2.732	0.56	0.559	0.56	0.571	0.57	41.958	0.571	0.568	0.981
29	2.721	0.571	0.567	0.569	0.562	0.561	41.96	0.563	0.562	0.981
30	2.724	0.569	0.568	0.57	0.581	0.578	41.96	0.582	0.581	0.981
31	2.707	0.579	0.579	0.578	0.589	0.581	41.959	0.589	0.586	0.981
32	2.7	0.583	0.58	0.582	0.591	0.587	41.96	0.592	0.589	0.98
33	2.686	0.59	0.588	0.588	0.585	0.583	41.961	0.586	0.583	0.98
34	2.682	0.592	0.589	0.591	0.589	0.588	41.96	0.591	0.59	0.98
35	2.678	0.593	0.588	0.59	0.59	0.586	41.961	0.591	0.59	0.98
36	2.679	0.592	0.59	0.592	0.588	0.588	41.96	0.593	0.59	0.979
37	2.671	0.594	0.592	0.595	0.6	0.599	41.961	0.603	0.601	0.98
38	2.654	0.603	0.6	0.602	0.6	0.595	41.96	0.603	0.6	0.979
39	2.653	0.602	0.599	0.6	0.61	0.604	41.96	0.611	0.609	0.978
40	2.649	0.602	0.598	0.603	0.604	0.601	41.961	0.606	0.604	0.978
41	2.639	0.604	0.601	0.603	0.607	0.6	41.958	0.607	0.605	0.979
42	2.627	0.606	0.604	0.606	0.605	0.604	41.957	0.608	0.607	0.978
43	2.63	0.602	0.598	0.601	0.604	0.601	41.957	0.607	0.604	0.979
44	2.625	0.599	0.596	0.6	0.599	0.598	41.957	0.603	0.601	0.978
45	2.612	0.601	0.601	0.601	0.602	0.6	41.957	0.605	0.603	0.978
46	2.606	0.605	0.603	0.605	0.602	0.599	41.956	0.606	0.604	0.979
47	2.6	0.606	0.602	0.605	0.608	0.606	41.954	0.61	0.609	0.978
48	2.593	0.603	0.601	0.605	0.609	0.606	41.953	0.613	0.61	0.979
49	2.586	0.606	0.602	0.607	0.608	0.605	41.952	0.612	0.61	0.979
50	2.582	0.605	0.606	0.607	0.602	0.604	41.953	0.605	0.602	0.979
51	2.58	0.604	0.606	0.605	0.605	0.606	41.953	0.61	0.607	0.979
52	2.577	0.607	0.605	0.607	0.609	0.609	41.952	0.613	0.611	0.979
53	2.566	0.61	0.605	0.611	0.614	0.606	41.951	0.617	0.615	0.979
54	2.569	0.611	0.608	0.611	0.606	0.607	41.951	0.611	0.609	0.979
55	2.564	0.613	0.609	0.614	0.609	0.606	41.951	0.615	0.613	0.98
56	2.563	0.609	0.607	0.61	0.616	0.613	41.95	0.618	0.615	0.978
57	2.561	0.61	0.61	0.61	0.605	0.607	41.951	0.61	0.607	0.978
58	2.555	0.611	0.614	0.613	0.612	0.615	41.951	0.618	0.615	0.979
59	2.552	0.613	0.611	0.615	0.617	0.612	41.951	0.617	0.616	0.978
60	2.535	0.62	0.615	0.621	0.617	0.611	41.951	0.622	0.619	0.978
61	2.541	0.613	0.611	0.615	0.618	0.622	41.95	0.623	0.619	0.979
62	2.536	0.616	0.618	0.618	0.613	0.614	41.95	0.618	0.616	0.978
63	2.54	0.615	0.616	0.618	0.614	0.613	41.95	0.616	0.614	0.979
64	2.531	0.62	0.616	0.621	0.616	0.61	41.95	0.62	0.618	0.978
65	2.537	0.616	0.611	0.617	0.612	0.607	41.95	0.616	0.613	0.978
66	2.527	0.621	0.614	0.62	0.622	0.622	41.949	0.629	0.626	0.978
67	2.514	0.622	0.622	0.623	0.626	0.627	41.95	0.628	0.626	0.978
68	2.51	0.62	0.623	0.623	0.624	0.619	41.95	0.629	0.624	0.978
