epoch	train.acc	train.loss	val.acc
1	0.5052162728658537	1.406718930384008	0.5134079391891891
2	0.5430687881097561	1.3725682130674037	0.5537725225225225
3	0.5773699504573171	1.3485696205278723	0.5844594594594594
4	0.5989400724085366	1.3269345975503688	0.607298704954955
5	0.6112757240853659	1.309745437342946	0.6209177927927928
6	0.6249690358231708	1.2919451446067995	0.6393932995495496
7	0.640160537347561	1.2698101293749926	0.6542792792792793
8	0.6556974085365853	1.2436930987893082	0.6595579954954955
9	0.6682474275914634	1.222532971893869	0.6816582207207207
10	0.6787466653963414	1.2049516916275025	0.6916525900900901
11	0.6921065167682927	1.179185139260641	0.7096002252252253
12	0.7056664443597561	1.1555410152528345	0.7104448198198198
13	0.7164657964939024	1.1334733154715562	0.7299408783783784
14	0.7277891577743902	1.1060986129249015	0.7380349099099099
15	0.7372951600609756	1.085011720948103	0.7477125563063063
16	0.751026581554878	1.0517107608841687	0.7564752252252253
17	0.7659322599085366	1.0250146011026895	0.7667863175675675
18	0.7817978277439024	0.9910992616560401	0.7908572635135135
19	0.797877762957317	0.9598879162858173	0.7961711711711712
20	0.8060523056402439	0.9480929380509912	0.8113738738738738
21	0.8181783536585366	0.9146383710023833	0.8216145833333334
22	0.8302448551829268	0.8886643482417595	0.8312922297297297
23	0.8391982660060976	0.8694112472417878	0.8374859234234234
24	0.8450052400914634	0.8587127423867946	0.8470579954954955
25	0.8555854611280488	0.8356970720174836	0.8568412162162162
26	0.8636885480182926	0.8134948111161953	0.8574394707207207
27	0.8718797637195121	0.7963384866714478	0.8635627815315315
28	0.877684355945122	0.7856196729148307	0.8661317567567568
29	0.882933974847561	0.7671038973622206	0.8695805180180181
30	0.8880907012195122	0.7605413492132977	0.8859797297297297
31	0.894190644054878	0.7384385516003864	0.885522240990991
32	0.899144912347561	0.720726015800383	0.8815807995495496
33	0.9018030678353659	0.7242911197790285	0.8942497184684685
34	0.90634765625	0.7105339916740976	0.8956573761261262
35	0.9104801829268293	0.6982327674947134	0.8997043918918919
36	0.9151081364329269	0.6876290415845266	0.9009009009009009
37	0.9195264862804878	0.6759045856754954	0.9092412725225225
38	0.9238352705792683	0.655104187494371	0.9069186373873874
39	0.9284560785060976	0.6488685770732601	0.9079039977477478
40	0.928930068597561	0.6417162489600298	0.9195171734234234
41	0.9344464557926829	0.6322964482191132	0.9169130067567568
42	0.935963700457317	0.6265646902526297	0.922754786036036
43	0.9362495236280488	0.6245755547430457	0.9304969031531531
44	0.9385289634146341	0.6192278710807242	0.9293355855855856
45	0.943116425304878	0.5976296147195305	0.9297930743243243
46	0.9441382431402439	0.6014794529938117	0.932713963963964
47	0.9441382431402439	0.5924512206054315	0.9311303490990991
48	0.9478920541158536	0.588129617818972	0.9295115427927928
49	0.9522389481707317	0.5783784523242858	0.9355292792792793
50	0.9531369092987805	0.5647233020968554	0.9418637387387387
51	0.9542778201219512	0.5675030299803105	0.9490779842342343
52	0.9578387004573171	0.5518414394157689	0.9477055180180181
53	0.9578005907012195	0.5432474043311142	0.9446438626126126
