epoch	train.acc	train.loss	val.acc
1	0.5056831173780488	1.40815716662058	0.5233319256756757
2	0.5617044588414634	1.3618081232396568	0.585057713963964
3	0.6156440548780487	1.316521057849977	0.6212697072072072
4	0.6463438452743903	1.2774367902337052	0.6276041666666666
5	0.6635408727134147	1.2497555680391266	0.644214527027027
6	0.6787633384146341	1.2257591113811586	0.6587837837837838
7	0.6973061166158536	1.1986248656017024	0.6754293355855856
8	0.7100681211890244	1.1757560479931715	0.6902449324324325
9	0.7238805259146341	1.154515354807784	0.7024563626126126
10	0.7397865853658536	1.1280426862763195	0.7220931869369369
11	0.7561118521341463	1.0970266205508534	0.7336711711711712
12	0.7764005335365853	1.0539907964264474	0.7517947635135135
13	0.7954268292682927	1.0131518712857874	0.7623170045045045
14	0.8119902820121951	0.9733826977450674	0.7808277027027027
15	0.8309760861280487	0.9365633540037201	0.8004293355855856
16	0.8457364710365853	0.9052307980816539	0.8073268581081081
17	0.8584032012195122	0.8757043152320676	0.831081081081081
18	0.8702172256097561	0.8394626591263747	0.8354448198198198
19	0.8782083650914634	0.8210939032275503	0.8447705518018018
20	0.8866520579268292	0.7896938893853165	0.8575802364864865
21	0.8968702362804878	0.7633445684502764	0.862331081081081
22	0.900852705792683	0.7542623220420466	0.872923704954955
23	0.9066239519817073	0.7317442020265067	0.8758094031531531
24	0.9145293445121951	0.6901017312596484	0.8760557432432432
25	0.9180497332317074	0.6873191128416759	0.8872818130630631
26	0.9254096798780488	0.6599338509687563	0.8905194256756757
27	0.9260218178353659	0.651029679106503	0.8979096283783784
28	0.9274509336890244	0.6426695640494183	0.8988949887387387
29	0.931590605945122	0.6364461930786691	0.9038217905405406
30	0.9345060022865853	0.6084335921741113	0.9038569819819819
31	0.9383693788109756	0.608975487220578	0.9144847972972973
32	0.9409203506097561	0.5850063357411361	0.9226140202702703
33	0.940944169207317	0.590313334145197	0.9169833896396397
34	0.9437666730182926	0.5823272851909079	0.91796875
35	0.9482445693597561	0.5631740772142643	0.9256404842342343
36	0.9495784108231707	0.5596979866667492	0.9259923986486487
37	0.9514838986280488	0.5388232034880941	0.9369369369369369
38	0.9544945693597561	0.5267712936168764	0.9325028153153153
39	0.9554139672256098	0.5317388602873174	0.9392243806306306
40	0.9563381288109756	0.5089391100697401	0.9384853603603603
41	0.9592011242378049	0.5090148709169249	0.9373240427927928
42	0.9599823742378049	0.5112653099909061	0.9465442004504504
43	0.9580649771341463	0.5116493110249682	0.9408431869369369
44	0.9621641577743902	0.4880551144844148	0.9413006756756757
45	0.9619474085365853	0.4827136007750907	0.9467553490990991
46	0.9617354230182927	0.4945106411852488	0.9480574324324325
47	0.9646389100609756	0.4761599138015654	0.9454180743243243
48	0.9644126333841463	0.47550202171976974	0.9506967905405406
49	0.9673756669207317	0.45586856458245256	0.9542863175675675
50	0.9664372141768293	0.4669358199689446	0.9520340653153153
51	0.9695098132621951	0.4494182429662565	0.9541455518018018
52	0.9709651295731707	0.43685702419862515	0.9525971283783784
53	0.9705721227134146	0.44412663135586716	0.9595650337837838
54	0.9715153391768293	0.4335877414883637	0.960057713963964
55	0.9705363948170732	0.42122339788006574	0.952174831081081
56	0.9707317073170731	0.4281585305202298	0.9557995495495496
57	0.9732278963414634	0.40802721330305425	0.9551661036036037
58	0.9734803734756098	0.4053357649140242	0.9569960585585585
59	0.9745784108231708	0.3998742543342637	0.9607967342342343
60	0.9740043826219512	0.41878723734762613	0.9662162162162162
61	0.9739067263719512	0.40327337951194947	0.9613949887387387
62	0.9740234375	0.39671836502668334	0.9649141328828829
63	0.9744069169207317	0.39953079456236307	0.9616413288288288
64	0.9753120236280488	0.39056302207272225	0.9607967342342343
65	0.9757002667682927	0.3941635724974842	0.9617469031531531
66	0.9767721036585366	0.382878252863884	0.9621692004504504
67	0.9763124047256098	0.3724773291407562	0.9617820945945946
68	0.9778129763719512	0.37946839579721775	0.9641047297297297
69	0.9758265053353659	0.37647722581537757	0.96875
70	0.9779677972560976	0.36495141685009	0.9623099662162162
71	0.9766363376524391	0.36684783384567354	0.9676238738738738
72	0.9777177019817073	0.36606734867503005	0.9631545608108109
