epoch	train.loss	train.mjpeg_acc	train.raw_acc	val.mjpeg_acc	val.psnr	val.ssim
142	0.816	0.772	0.839	0.717	42.65	0.936
143	0.814	0.771	0.839	0.72	42.659	0.937
144	0.814	0.77	0.84	0.73	42.663	0.937
145	0.803	0.776	0.843	0.727	42.648	0.937
146	0.806	0.773	0.843	0.709	42.653	0.936
147	0.808	0.773	0.844	0.721	42.644	0.936
148	0.797	0.776	0.847	0.719	42.648	0.935
149	0.799	0.774	0.847	0.722	42.644	0.935
150	0.789	0.777	0.849	0.726	42.66	0.935
151	0.793	0.775	0.849	0.724	42.643	0.935
152	0.79	0.775	0.85	0.727	42.674	0.936
153	0.782	0.778	0.852	0.727	42.654	0.935
154	0.781	0.777	0.854	0.727	42.665	0.936
155	0.776	0.779	0.856	0.723	42.653	0.935
156	0.779	0.778	0.856	0.726	42.654	0.935
157	0.772	0.779	0.857	0.728	42.655	0.935
158	0.773	0.778	0.858	0.725	42.669	0.934
159	0.764	0.782	0.86	0.725	42.661	0.935
160	0.765	0.78	0.861	0.72	42.659	0.935
161	0.761	0.781	0.861	0.716	42.654	0.935
162	0.761	0.781	0.862	0.73	42.664	0.936
163	0.757	0.78	0.864	0.721	42.658	0.934
164	0.759	0.782	0.863	0.73	42.659	0.934
165	0.751	0.782	0.867	0.734	42.681	0.934
166	0.753	0.781	0.866	0.728	42.64	0.934
167	0.742	0.786	0.868	0.725	42.669	0.935
168	0.746	0.783	0.867	0.731	42.7	0.934
169	0.742	0.784	0.87	0.732	42.668	0.934
170	0.735	0.786	0.874	0.722	42.668	0.934
171	0.741	0.783	0.871	0.722	42.659	0.935
172	0.736	0.785	0.873	0.727	42.664	0.934
173	0.733	0.786	0.873	0.737	42.695	0.935
174	0.733	0.785	0.873	0.727	42.64	0.934
175	0.73	0.786	0.874	0.73	42.671	0.934
176	0.725	0.786	0.878	0.736	42.684	0.934
177	0.716	0.792	0.881	0.736	42.689	0.934
178	0.724	0.786	0.877	0.723	42.672	0.934
179	0.72	0.788	0.879	0.722	42.689	0.934
180	0.717	0.788	0.88	0.739	42.69	0.934
181	0.713	0.787	0.883	0.724	42.685	0.934
182	0.704	0.791	0.885	0.73	42.665	0.933
183	0.705	0.79	0.885	0.75	42.686	0.933
184	0.702	0.793	0.885	0.729	42.67	0.934
185	0.705	0.791	0.883	0.734	42.671	0.933
186	0.703	0.791	0.884	0.732	42.67	0.933
187	0.706	0.792	0.884	0.733	42.667	0.933
188	0.696	0.794	0.888	0.733	42.683	0.934
189	0.699	0.79	0.886	0.732	42.674	0.934
190	0.695	0.792	0.888	0.743	42.684	0.934
191	0.691	0.794	0.89	0.731	42.665	0.932
192	0.687	0.792	0.892	0.725	42.67	0.933
193	0.686	0.794	0.892	0.732	42.676	0.934
194	0.691	0.791	0.892	0.739	42.674	0.933
195	0.685	0.794	0.891	0.743	42.672	0.933
196	0.68	0.794	0.893	0.743	42.681	0.933
197	0.684	0.795	0.893	0.74	42.687	0.933
198	0.677	0.795	0.896	0.74	42.682	0.933
199	0.68	0.793	0.892	0.737	42.658	0.932
200	0.686	0.794	0.893	0.73	42.672	0.932
