epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
109	-0.062	1.331	0.577	0.569	0.569	0.578	42.16	0.57	0.986
110	-0.052	1.33	0.576	0.567	0.582	0.591	42.191	0.583	0.986
111	-0.055	1.332	0.574	0.565	0.559	0.564	42.119	0.558	0.986
112	-0.057	1.331	0.577	0.567	0.574	0.581	42.161	0.573	0.986
113	-0.06	1.331	0.575	0.567	0.583	0.59	42.216	0.586	0.987
114	-0.058	1.333	0.579	0.57	0.571	0.577	42.171	0.571	0.987
115	-0.061	1.334	0.575	0.565	0.581	0.587	42.23	0.579	0.987
116	-0.052	1.329	0.577	0.567	0.576	0.585	42.205	0.577	0.986
117	-0.059	1.332	0.576	0.567	0.572	0.58	42.15	0.573	0.986
118	-0.054	1.332	0.574	0.566	0.583	0.588	42.205	0.582	0.986
119	-0.062	1.333	0.576	0.567	0.574	0.583	42.178	0.575	0.986
120	-0.056	1.33	0.576	0.569	0.579	0.587	42.21	0.581	0.986
121	-0.048	1.333	0.577	0.566	0.582	0.589	42.227	0.582	0.986
122	-0.059	1.329	0.576	0.568	0.582	0.589	42.201	0.583	0.986
123	-0.058	1.328	0.577	0.569	0.579	0.586	42.18	0.578	0.986
124	-0.059	1.331	0.577	0.567	0.578	0.585	42.194	0.578	0.986
125	-0.02	1.328	0.575	0.566	0.563	0.566	42.155	0.559	0.987
126	-0.034	1.329	0.576	0.567	0.558	0.563	42.149	0.557	0.986
127	-0.053	1.331	0.574	0.564	0.579	0.587	42.222	0.579	0.987
128	-0.054	1.332	0.576	0.566	0.558	0.561	42.128	0.556	0.986
129	-0.058	1.331	0.578	0.568	0.571	0.575	42.146	0.567	0.986
130	-0.057	1.333	0.573	0.564	0.585	0.593	42.218	0.585	0.986
131	-0.053	1.333	0.574	0.565	0.578	0.585	42.217	0.578	0.986
132	-0.058	1.333	0.575	0.566	0.569	0.577	42.156	0.572	0.986
133	-0.06	1.329	0.578	0.567	0.579	0.588	42.205	0.579	0.986
134	-0.056	1.333	0.574	0.564	0.576	0.583	42.176	0.575	0.986
135	-0.061	1.331	0.579	0.568	0.573	0.577	42.18	0.57	0.986
136	-0.054	1.328	0.578	0.569	0.582	0.589	42.206	0.58	0.986
137	-0.044	1.328	0.577	0.569	0.573	0.58	42.21	0.573	0.986
138	-0.055	1.332	0.575	0.566	0.586	0.591	42.202	0.584	0.986
139	-0.049	1.331	0.575	0.567	0.575	0.583	42.196	0.578	0.986
140	-0.053	1.331	0.575	0.566	0.573	0.579	42.212	0.573	0.987
141	-0.055	1.33	0.577	0.568	0.554	0.557	42.172	0.552	0.987
142	-0.056	1.332	0.575	0.566	0.578	0.586	42.17	0.579	0.986
143	-0.054	1.33	0.576	0.567	0.578	0.587	42.236	0.581	0.986
144	-0.051	1.329	0.577	0.569	0.575	0.583	42.172	0.576	0.986
145	-0.054	1.33	0.578	0.569	0.579	0.585	42.205	0.579	0.987
146	-0.044	1.326	0.58	0.571	0.56	0.565	42.148	0.558	0.986
147	-0.049	1.333	0.574	0.564	0.581	0.588	42.201	0.584	0.986
148	-0.062	1.332	0.576	0.565	0.58	0.588	42.207	0.581	0.986
149	-0.062	1.332	0.575	0.568	0.566	0.568	42.149	0.563	0.986
150	-0.052	1.331	0.575	0.566	0.578	0.582	42.161	0.575	0.986
151	-0.054	1.333	0.575	0.566	0.585	0.595	42.202	0.588	0.987
152	-0.061	1.33	0.576	0.567	0.577	0.585	42.227	0.578	0.986
153	-0.064	1.33	0.578	0.57	0.564	0.569	42.128	0.564	0.987
154	-0.065	1.331	0.577	0.569	0.583	0.59	42.203	0.582	0.987
155	-0.058	1.335	0.572	0.563	0.584	0.592	42.224	0.585	0.987
156	-0.06	1.332	0.576	0.567	0.568	0.576	42.194	0.569	0.986
157	-0.056	1.33	0.577	0.568	0.583	0.591	42.195	0.583	0.986
158	-0.058	1.327	0.578	0.57	0.576	0.581	42.148	0.574	0.986
159	-0.049	1.329	0.576	0.567	0.578	0.586	42.211	0.578	0.986
160	-0.056	1.333	0.575	0.565	0.581	0.59	42.187	0.581	0.986
161	-0.058	1.331	0.577	0.567	0.577	0.586	42.193	0.578	0.986
162	-0.057	1.331	0.575	0.567	0.572	0.579	42.161	0.573	0.986
163	-0.051	1.332	0.576	0.568	0.553	0.559	42.129	0.552	0.987
164	-0.057	1.329	0.577	0.567	0.579	0.586	42.219	0.58	0.987
165	-0.061	1.328	0.577	0.569	0.573	0.58	42.167	0.574	0.986
166	-0.052	1.331	0.577	0.568	0.58	0.587	42.209	0.581	0.986
167	-0.056	1.332	0.575	0.568	0.578	0.585	42.196	0.577	0.986
168	-0.061	1.331	0.576	0.567	0.574	0.581	42.19	0.576	0.986
169	-0.05	1.333	0.576	0.566	0.579	0.587	42.183	0.58	0.986
170	-0.064	1.331	0.577	0.57	0.576	0.585	42.199	0.578	0.987
171	-0.061	1.335	0.576	0.567	0.584	0.593	42.203	0.585	0.986
172	-0.063	1.333	0.574	0.566	0.567	0.573	42.16	0.568	0.987
173	-0.06	1.333	0.574	0.565	0.583	0.591	42.215	0.585	0.987
174	-0.057	1.334	0.574	0.566	0.567	0.573	42.131	0.566	0.986
175	-0.059	1.332	0.575	0.566	0.57	0.574	42.141	0.568	0.987
176	-0.064	1.331	0.577	0.569	0.582	0.59	42.225	0.585	0.986
177	-0.054	1.328	0.575	0.566	0.58	0.588	42.223	0.581	0.986
178	-0.047	1.333	0.574	0.565	0.569	0.575	42.145	0.568	0.987
179	-0.065	1.332	0.576	0.567	0.577	0.584	42.207	0.578	0.986
180	-0.05	1.333	0.576	0.565	0.588	0.595	42.224	0.588	0.987
181	-0.054	1.332	0.576	0.567	0.583	0.591	42.215	0.583	0.986
182	-0.06	1.333	0.575	0.566	0.582	0.589	42.232	0.582	0.987
183	-0.064	1.331	0.578	0.569	0.565	0.572	42.141	0.565	0.986
184	-0.042	1.329	0.575	0.567	0.573	0.579	42.139	0.574	0.986
185	-0.044	1.333	0.574	0.566	0.58	0.588	42.211	0.582	0.986
186	-0.056	1.332	0.574	0.565	0.59	0.597	42.224	0.591	0.986
187	-0.05	1.332	0.574	0.565	0.584	0.592	42.212	0.585	0.986
188	-0.062	1.332	0.575	0.566	0.571	0.581	42.145	0.573	0.986
189	-0.058	1.332	0.577	0.568	0.582	0.592	42.201	0.585	0.987
190	-0.051	1.334	0.575	0.567	0.575	0.582	42.168	0.576	0.986
191	-0.063	1.33	0.577	0.568	0.579	0.585	42.144	0.578	0.986
192	-0.063	1.333	0.575	0.567	0.558	0.562	42.142	0.556	0.987
193	-0.06	1.332	0.575	0.567	0.58	0.589	42.211	0.582	0.987
194	-0.057	1.332	0.575	0.566	0.571	0.579	42.164	0.573	0.986
195	-0.055	1.332	0.576	0.567	0.57	0.577	42.129	0.572	0.986
196	-0.056	1.333	0.573	0.566	0.579	0.587	42.219	0.58	0.987
197	-0.057	1.331	0.576	0.568	0.589	0.597	42.21	0.591	0.986
198	-0.057	1.329	0.575	0.566	0.551	0.557	42.133	0.551	0.986
199	-0.059	1.333	0.577	0.567	0.581	0.588	42.202	0.582	0.987
200	-0.063	1.332	0.576	0.568	0.576	0.584	42.162	0.578	0.986
201	-0.055	1.33	0.58	0.572	0.585	0.591	42.219	0.584	0.986
202	-0.059	1.333	0.574	0.567	0.582	0.589	42.227	0.582	0.987
203	-0.059	1.331	0.574	0.565	0.578	0.585	42.195	0.579	0.986
204	-0.059	1.332	0.574	0.565	0.583	0.591	42.201	0.584	0.986
205	-0.056	1.33	0.577	0.568	0.555	0.558	42.147	0.553	0.987
206	-0.061	1.333	0.573	0.564	0.576	0.584	42.209	0.576	0.987
207	-0.059	1.33	0.575	0.568	0.583	0.593	42.207	0.586	0.986
208	-0.055	1.33	0.575	0.567	0.575	0.582	42.204	0.576	0.986
209	-0.054	1.331	0.575	0.567	0.578	0.587	42.203	0.579	0.986
210	-0.055	1.332	0.576	0.567	0.573	0.582	42.197	0.575	0.986
211	-0.058	1.331	0.574	0.566	0.578	0.588	42.213	0.58	0.987
212	-0.058	1.331	0.576	0.568	0.586	0.595	42.211	0.586	0.986
213	-0.06	1.333	0.573	0.564	0.564	0.57	42.133	0.562	0.986
214	-0.056	1.331	0.578	0.569	0.582	0.593	42.224	0.585	0.987
215	-0.057	1.332	0.575	0.566	0.569	0.578	42.192	0.572	0.986
216	-0.062	1.334	0.574	0.565	0.587	0.593	42.227	0.587	0.986
217	-0.06	1.329	0.578	0.569	0.58	0.588	42.226	0.579	0.987
218	-0.057	1.333	0.574	0.564	0.578	0.585	42.196	0.579	0.987
219	-0.047	1.331	0.577	0.568	0.572	0.578	42.19	0.573	0.986
220	-0.063	1.331	0.577	0.568	0.584	0.591	42.198	0.585	0.986
221	-0.061	1.333	0.574	0.566	0.581	0.589	42.204	0.582	0.986
222	-0.06	1.331	0.576	0.568	0.579	0.585	42.152	0.578	0.986
223	-0.059	1.329	0.575	0.568	0.579	0.588	42.173	0.581	0.985
224	-0.026	1.331	0.575	0.567	0.586	0.595	42.205	0.587	0.986
225	-0.049	1.334	0.573	0.564	0.581	0.588	42.216	0.583	0.986
226	-0.056	1.334	0.577	0.568	0.583	0.59	42.195	0.584	0.986
227	-0.065	1.334	0.573	0.565	0.571	0.576	42.146	0.572	0.987
228	-0.053	1.332	0.578	0.569	0.569	0.576	42.149	0.569	0.986
229	-0.066	1.333	0.575	0.567	0.587	0.594	42.179	0.586	0.986
230	-0.053	1.332	0.577	0.568	0.561	0.566	42.159	0.561	0.987
231	-0.062	1.331	0.575	0.567	0.583	0.591	42.205	0.584	0.986
232	-0.057	1.33	0.576	0.568	0.579	0.587	42.151	0.579	0.986
233	-0.057	1.332	0.576	0.568	0.578	0.585	42.164	0.578	0.986
234	-0.056	1.334	0.573	0.564	0.574	0.582	42.213	0.575	0.986
235	-0.062	1.331	0.576	0.568	0.569	0.577	42.222	0.57	0.987
236	-0.058	1.33	0.578	0.568	0.577	0.586	42.213	0.578	0.986
237	-0.056	1.332	0.575	0.567	0.577	0.582	42.17	0.575	0.986
238	-0.064	1.332	0.577	0.567	0.573	0.581	42.161	0.575	0.986
239	-0.061	1.331	0.577	0.567	0.577	0.586	42.206	0.579	0.987
240	-0.06	1.333	0.573	0.564	0.579	0.587	42.218	0.58	0.986
241	-0.061	1.334	0.574	0.564	0.574	0.583	42.162	0.576	0.987
242	-0.059	1.329	0.577	0.568	0.568	0.577	42.197	0.569	0.986
243	-0.057	1.331	0.576	0.566	0.577	0.584	42.199	0.576	0.986
244	-0.06	1.331	0.576	0.567	0.581	0.588	42.166	0.582	0.986
245	-0.06	1.331	0.574	0.565	0.584	0.593	42.222	0.586	0.986
246	-0.064	1.333	0.576	0.568	0.569	0.577	42.195	0.569	0.986
247	-0.057	1.33	0.578	0.568	0.58	0.589	42.203	0.582	0.987
248	-0.063	1.333	0.575	0.566	0.574	0.581	42.168	0.574	0.986
249	-0.058	1.333	0.576	0.567	0.584	0.593	42.21	0.586	0.987
250	-0.062	1.335	0.574	0.564	0.573	0.579	42.164	0.573	0.986
251	-0.06	1.331	0.578	0.567	0.579	0.588	42.202	0.582	0.986
252	-0.059	1.333	0.573	0.564	0.582	0.588	42.153	0.581	0.986
253	-0.061	1.33	0.575	0.567	0.579	0.588	42.188	0.582	0.986
254	-0.059	1.331	0.574	0.566	0.578	0.586	42.19	0.58	0.986
255	-0.059	1.334	0.573	0.565	0.579	0.587	42.229	0.58	0.987
256	-0.059	1.332	0.572	0.564	0.583	0.592	42.223	0.584	0.986
257	-0.055	1.331	0.577	0.568	0.582	0.588	42.202	0.58	0.986
258	-0.059	1.33	0.575	0.566	0.568	0.574	42.192	0.567	0.986
259	-0.064	1.332	0.576	0.567	0.584	0.592	42.204	0.587	0.986
260	-0.061	1.33	0.576	0.568	0.586	0.593	42.222	0.584	0.986
261	-0.059	1.331	0.575	0.566	0.573	0.58	42.155	0.574	0.986
262	-0.058	1.333	0.577	0.569	0.583	0.59	42.22	0.582	0.986
263	-0.065	1.331	0.575	0.566	0.58	0.588	42.208	0.581	0.986
264	-0.059	1.332	0.577	0.567	0.585	0.592	42.221	0.584	0.986
265	-0.063	1.331	0.579	0.571	0.564	0.569	42.159	0.564	0.986
266	-0.067	1.331	0.578	0.569	0.568	0.573	42.213	0.566	0.986
267	-0.062	1.331	0.574	0.566	0.578	0.585	42.157	0.578	0.986
268	-0.058	1.333	0.575	0.566	0.573	0.579	42.149	0.573	0.986
269	-0.059	1.332	0.574	0.566	0.586	0.594	42.2	0.587	0.986
270	-0.057	1.333	0.573	0.565	0.573	0.58	42.156	0.573	0.987
271	-0.06	1.334	0.576	0.567	0.578	0.586	42.195	0.578	0.986
272	-0.06	1.329	0.575	0.568	0.582	0.591	42.184	0.584	0.987
273	-0.06	1.333	0.577	0.567	0.573	0.579	42.147	0.574	0.986
274	-0.06	1.335	0.575	0.566	0.581	0.587	42.221	0.582	0.986
275	-0.061	1.333	0.577	0.568	0.564	0.571	42.143	0.565	0.986
276	-0.053	1.33	0.577	0.568	0.584	0.592	42.186	0.586	0.986
277	-0.063	1.332	0.575	0.567	0.555	0.56	42.15	0.553	0.986
278	-0.059	1.33	0.578	0.569	0.586	0.593	42.197	0.587	0.987
279	-0.057	1.334	0.576	0.567	0.572	0.579	42.147	0.574	0.986
280	-0.06	1.333	0.576	0.567	0.576	0.584	42.169	0.577	0.986
281	-0.056	1.333	0.576	0.567	0.562	0.563	42.122	0.558	0.986
282	-0.051	1.331	0.575	0.567	0.572	0.583	42.206	0.575	0.987
283	-0.065	1.334	0.575	0.566	0.567	0.574	42.149	0.566	0.986
284	-0.057	1.331	0.575	0.566	0.569	0.576	42.149	0.57	0.986
285	-0.066	1.333	0.575	0.568	0.577	0.585	42.163	0.576	0.986
286	-0.059	1.332	0.576	0.568	0.574	0.583	42.178	0.576	0.986
287	-0.055	1.331	0.576	0.567	0.578	0.584	42.143	0.577	0.986
288	-0.058	1.33	0.578	0.569	0.565	0.569	42.154	0.565	0.986
289	-0.056	1.331	0.577	0.569	0.582	0.59	42.222	0.583	0.986
290	-0.058	1.334	0.577	0.568	0.571	0.579	42.16	0.571	0.987
291	-0.065	1.328	0.577	0.568	0.584	0.59	42.185	0.583	0.986
292	-0.06	1.332	0.576	0.566	0.585	0.592	42.192	0.585	0.986
293	-0.061	1.334	0.571	0.562	0.57	0.575	42.15	0.569	0.986
294	-0.057	1.333	0.573	0.564	0.568	0.574	42.162	0.569	0.986
295	-0.065	1.331	0.578	0.57	0.567	0.572	42.187	0.566	0.987
296	-0.055	1.335	0.575	0.565	0.577	0.583	42.186	0.576	0.986
297	-0.055	1.334	0.573	0.564	0.587	0.596	42.208	0.588	0.986
298	-0.062	1.333	0.575	0.566	0.579	0.587	42.225	0.58	0.986
299	-0.057	1.33	0.578	0.57	0.577	0.585	42.208	0.578	0.986
300	-0.058	1.33	0.578	0.568	0.584	0.591	42.226	0.584	0.986
