epoch	train.adv_loss	train.loss	train.mjpeg_acc	train.raw_acc	val.crop_acc	val.mjpeg_acc	val.psnr	val.scale_acc	val.ssim
30	NaN	0.691	0.83	0.81	0.87	0.881	42.186	0.862	0.962
31	NaN	0.631	0.851	0.829	0.886	0.895	42.116	0.879	0.962
32	NaN	0.627	0.855	0.835	0.871	0.882	42.224	0.854	0.965
33	NaN	0.593	0.866	0.846	0.899	0.905	42.149	0.88	0.962
34	NaN	0.572	0.879	0.854	0.887	0.903	42.133	0.869	0.969
35	NaN	0.515	0.896	0.876	0.782	0.793	42.419	0.754	0.977
36	NaN	0.488	0.904	0.881	0.949	0.956	42.165	0.935	0.962
37	NaN	0.457	0.914	0.89	0.924	0.931	42.178	0.899	0.966
38	NaN	0.404	0.93	0.907	0.865	0.882	42.15	0.823	0.966
39	NaN	0.397	0.931	0.909	0.912	0.926	42.283	0.892	0.967
40	NaN	0.389	0.932	0.915	0.963	0.97	42.271	0.943	0.956
41	NaN	0.355	0.94	0.923	0.967	0.979	42.19	0.951	0.959
42	NaN	0.328	0.951	0.927	0.962	0.976	42.165	0.95	0.964
43	NaN	0.301	0.954	0.936	0.98	0.989	42.207	0.965	0.958
44	NaN	0.31	0.952	0.933	0.959	0.967	42.309	0.932	0.964
45	NaN	0.298	0.955	0.934	0.967	0.976	42.229	0.949	0.959
46	NaN	0.329	0.947	0.929	0.97	0.98	42.238	0.948	0.956
47	NaN	0.286	0.954	0.938	0.947	0.96	42.204	0.92	0.96
48	NaN	0.293	0.956	0.933	0.981	0.989	42.166	0.969	0.957
49	NaN	0.281	0.957	0.938	0.975	0.982	42.164	0.959	0.957
50	NaN	0.276	0.953	0.942	0.981	0.988	42.173	0.96	0.959
51	NaN	0.23	0.967	0.952	0.966	0.973	42.183	0.944	0.956
52	NaN	0.26	0.959	0.945	0.924	0.936	42.174	0.869	0.959
53	NaN	0.257	0.96	0.944	0.961	0.969	42.201	0.936	0.957
54	NaN	0.249	0.962	0.947	0.977	0.984	42.22	0.952	0.956
55	NaN	0.252	0.961	0.946	0.975	0.984	42.193	0.959	0.957
56	NaN	0.242	0.961	0.948	0.983	0.989	42.172	0.967	0.956
57	NaN	0.235	0.965	0.952	0.982	0.988	42.2	0.966	0.957
58	NaN	0.229	0.965	0.952	0.98	0.986	42.164	0.96	0.955
59	NaN	0.235	0.963	0.95	0.987	0.991	42.175	0.97	0.955
60	NaN	0.222	0.966	0.95	0.979	0.984	42.161	0.958	0.959
61	NaN	0.206	0.967	0.956	0.986	0.99	42.147	0.966	0.956
62	NaN	0.248	0.963	0.947	0.985	0.99	42.179	0.969	0.956
63	NaN	0.198	0.968	0.959	0.978	0.984	42.252	0.953	0.956
64	NaN	0.195	0.969	0.962	0.966	0.977	42.183	0.952	0.963
65	NaN	0.265	0.956	0.943	0.979	0.987	42.185	0.956	0.956
66	NaN	0.254	0.961	0.944	0.987	0.993	42.15	0.974	0.957
67	NaN	0.196	0.969	0.96	0.984	0.988	42.144	0.962	0.955
68	NaN	0.196	0.969	0.959	0.986	0.991	42.17	0.969	0.953
69	NaN	0.191	0.971	0.96	0.991	0.994	42.175	0.977	0.953
70	NaN	0.189	0.969	0.959	0.984	0.991	42.173	0.971	0.956
71	NaN	0.199	0.969	0.959	0.986	0.989	42.173	0.968	0.953
72	NaN	0.228	0.962	0.951	0.989	0.993	42.21	0.975	0.955
73	NaN	0.185	0.971	0.962	0.984	0.989	42.155	0.966	0.957
74	NaN	0.191	0.969	0.96	0.99	0.993	42.168	0.972	0.954
75	NaN	0.187	0.969	0.963	0.992	0.995	42.165	0.977	0.953
76	NaN	0.181	0.97	0.964	0.986	0.99	42.189	0.963	0.95
77	NaN	0.175	0.97	0.966	0.989	0.993	42.163	0.972	0.953
78	NaN	0.178	0.97	0.967	0.977	0.982	42.175	0.953	0.957
79	NaN	0.198	0.969	0.96	0.989	0.992	42.179	0.969	0.952
80	NaN	0.18	0.973	0.965	0.991	0.995	42.15	0.976	0.954
81	NaN	0.178	0.971	0.964	0.992	0.994	42.19	0.977	0.955
82	NaN	0.167	0.973	0.967	0.981	0.988	42.184	0.961	0.953
83	NaN	0.173	0.972	0.964	0.98	0.985	42.185	0.946	0.954
84	NaN	0.163	0.973	0.969	0.973	0.979	42.191	0.946	0.955
85	NaN	0.149	0.976	0.971	0.979	0.985	42.162	0.951	0.956
86	NaN	0.157	0.975	0.969	0.98	0.985	42.157	0.958	0.953
87	NaN	0.168	0.974	0.965	0.989	0.992	42.171	0.971	0.956
88	NaN	0.165	0.972	0.969	0.976	0.98	42.138	0.943	0.957
89	NaN	0.161	0.975	0.971	0.993	0.995	42.187	0.975	0.95
90	NaN	0.135	0.978	0.976	0.989	0.993	42.165	0.97	0.951
91	NaN	0.151	0.973	0.973	0.989	0.992	42.138	0.973	0.954
92	NaN	0.203	0.965	0.961	0.992	0.995	42.142	0.977	0.955
93	NaN	0.165	0.973	0.967	0.988	0.991	42.18	0.965	0.952
94	NaN	0.139	0.978	0.973	0.994	0.996	42.166	0.98	0.952
95	NaN	0.155	0.976	0.969	0.987	0.991	42.158	0.966	0.953
96	NaN	0.15	0.976	0.972	0.979	0.984	42.174	0.948	0.953
97	NaN	0.149	0.975	0.969	0.992	0.995	42.161	0.979	0.955
98	NaN	0.138	0.977	0.974	0.994	0.996	42.158	0.981	0.951
99	NaN	0.124	0.979	0.976	0.993	0.995	42.163	0.979	0.954
100	NaN	0.124	0.979	0.976	0.972	0.978	42.177	0.93	0.952
101	NaN	0.147	0.975	0.972	0.99	0.993	42.153	0.97	0.95
102	NaN	0.144	0.978	0.973	0.988	0.99	42.176	0.96	0.95
103	NaN	0.144	0.977	0.971	0.989	0.992	42.177	0.968	0.954
104	NaN	0.141	0.977	0.973	0.994	0.995	42.174	0.98	0.951
105	NaN	0.137	0.978	0.972	0.995	0.997	42.175	0.979	0.952
106	NaN	0.124	0.98	0.975	0.993	0.994	42.165	0.973	0.951
107	NaN	0.122	0.979	0.978	0.99	0.993	42.153	0.972	0.954
108	NaN	0.115	0.98	0.979	0.973	0.979	42.221	0.944	0.956
109	NaN	0.172	0.973	0.967	0.984	0.985	42.164	0.952	0.958
110	NaN	0.129	0.978	0.975	0.99	0.992	42.183	0.969	0.955
111	NaN	0.121	0.979	0.978	0.971	0.973	42.168	0.922	0.956
112	NaN	0.16	0.975	0.967	0.986	0.99	42.189	0.965	0.952
113	NaN	0.131	0.978	0.976	0.987	0.989	42.174	0.956	0.953
114	NaN	0.123	0.979	0.977	0.983	0.986	42.176	0.948	0.955
115	NaN	0.128	0.979	0.976	0.99	0.993	42.156	0.97	0.952
116	NaN	0.106	0.981	0.982	0.992	0.995	42.156	0.976	0.953
117	NaN	0.114	0.98	0.98	0.982	0.985	42.202	0.947	0.949
118	NaN	0.114	0.98	0.981	0.993	0.995	42.171	0.974	0.951
119	NaN	0.117	0.979	0.979	0.992	0.995	42.174	0.975	0.951
120	NaN	0.111	0.979	0.981	0.978	0.981	42.191	0.932	0.949
121	NaN	0.121	0.98	0.978	0.989	0.992	42.193	0.966	0.95
122	NaN	0.12	0.979	0.978	0.988	0.99	42.167	0.968	0.95
123	NaN	0.114	0.98	0.98	0.995	0.996	42.162	0.981	0.95
124	NaN	0.114	0.979	0.979	0.987	0.99	42.16	0.963	0.953
125	NaN	0.118	0.978	0.979	0.989	0.991	42.166	0.967	0.952
126	NaN	0.109	0.981	0.981	0.991	0.995	42.167	0.978	0.95
127	NaN	0.117	0.979	0.981	0.992	0.993	42.139	0.972	0.952
128	NaN	0.098	0.983	0.984	0.992	0.993	42.143	0.974	0.95
129	NaN	0.095	0.984	0.984	0.995	0.996	42.149	0.983	0.95
130	NaN	0.089	0.986	0.985	0.994	0.995	42.145	0.98	0.95
131	NaN	0.095	0.983	0.985	0.997	0.998	42.163	0.985	0.949
132	NaN	0.087	0.984	0.986	0.996	0.997	42.162	0.984	0.949
133	NaN	0.083	0.987	0.985	0.997	0.998	42.157	0.986	0.948
134	NaN	0.089	0.986	0.984	0.996	0.997	42.165	0.987	0.949
135	NaN	0.083	0.985	0.987	0.996	0.998	42.168	0.985	0.948
136	NaN	0.086	0.986	0.985	0.997	0.998	42.167	0.986	0.948
137	NaN	0.084	0.985	0.987	0.997	0.998	42.179	0.987	0.948
138	NaN	0.085	0.986	0.987	0.996	0.997	42.174	0.986	0.948
139	NaN	0.08	0.986	0.986	0.996	0.997	42.183	0.984	0.949
140	NaN	0.086	0.984	0.985	0.997	0.998	42.178	0.988	0.948
141	NaN	0.084	0.986	0.985	0.996	0.998	42.176	0.988	0.95
142	NaN	0.081	0.986	0.987	0.996	0.997	42.181	0.982	0.949
143	NaN	0.09	0.985	0.985	0.995	0.997	42.186	0.986	0.949
144	NaN	0.085	0.985	0.986	0.997	0.997	42.183	0.985	0.95
145	NaN	0.085	0.986	0.985	0.996	0.997	42.174	0.986	0.949
146	NaN	0.07	0.987	0.99	0.996	0.997	42.186	0.985	0.949
147	NaN	0.083	0.986	0.985	0.995	0.997	42.191	0.984	0.951
148	NaN	0.077	0.987	0.987	0.997	0.998	42.185	0.986	0.949
149	NaN	0.078	0.985	0.988	0.996	0.998	42.185	0.987	0.949
150	NaN	0.086	0.985	0.986	0.997	0.997	42.19	0.986	0.948
151	NaN	0.081	0.986	0.986	0.997	0.998	42.18	0.987	0.949
152	NaN	0.091	0.984	0.985	0.996	0.998	42.177	0.985	0.948
153	NaN	0.084	0.985	0.986	0.997	0.998	42.186	0.988	0.949
154	NaN	0.078	0.985	0.988	0.997	0.998	42.188	0.987	0.949
155	NaN	0.087	0.987	0.986	0.996	0.997	42.193	0.984	0.948
156	NaN	0.091	0.985	0.983	0.996	0.998	42.19	0.986	0.947
157	NaN	0.076	0.987	0.988	0.997	0.998	42.187	0.987	0.949
158	NaN	0.067	0.987	0.99	0.997	0.998	42.194	0.987	0.949
159	NaN	0.08	0.986	0.985	0.997	0.998	42.192	0.988	0.949
160	NaN	0.079	0.987	0.987	0.997	0.999	42.194	0.989	0.948
161	NaN	0.081	0.986	0.986	0.997	0.998	42.195	0.987	0.949
162	NaN	0.077	0.987	0.986	0.997	0.999	42.193	0.988	0.949
163	NaN	0.074	0.988	0.987	0.998	0.998	42.195	0.99	0.949
164	NaN	0.083	0.986	0.985	0.997	0.999	42.197	0.989	0.949
165	NaN	0.066	0.986	0.99	0.997	0.998	42.195	0.988	0.949
166	NaN	0.079	0.986	0.986	0.997	0.998	42.193	0.988	0.949
167	NaN	0.071	0.987	0.989	0.997	0.998	42.196	0.987	0.949
168	NaN	0.083	0.984	0.986	0.997	0.998	42.196	0.986	0.949
169	NaN	0.074	0.986	0.988	0.997	0.998	42.198	0.986	0.949
170	NaN	0.071	0.988	0.987	0.997	0.997	42.191	0.988	0.948
171	NaN	0.075	0.986	0.987	0.997	0.998	42.19	0.987	0.948
172	NaN	0.079	0.986	0.987	0.997	0.998	42.197	0.987	0.948
173	NaN	0.071	0.987	0.989	0.996	0.997	42.19	0.984	0.948
174	NaN	0.07	0.987	0.989	0.998	0.999	42.185	0.988	0.949
175	NaN	0.074	0.988	0.987	0.998	0.998	42.19	0.989	0.949
176	NaN	0.073	0.986	0.989	0.997	0.998	42.194	0.988	0.948
177	NaN	0.08	0.986	0.987	0.997	0.997	42.195	0.987	0.949
178	NaN	0.078	0.987	0.986	0.997	0.998	42.193	0.987	0.949
179	NaN	0.08	0.987	0.986	0.997	0.998	42.193	0.988	0.949
180	NaN	0.077	0.987	0.986	0.997	0.998	42.19	0.989	0.948
181	NaN	0.065	0.989	0.989	0.997	0.998	42.194	0.987	0.948
182	NaN	0.082	0.986	0.986	0.997	0.998	42.189	0.987	0.948
183	NaN	0.075	0.987	0.988	0.997	0.998	42.196	0.987	0.95
184	NaN	0.071	0.987	0.988	0.997	0.998	42.191	0.988	0.949
185	NaN	0.083	0.985	0.986	0.997	0.998	42.2	0.987	0.95
186	NaN	0.073	0.987	0.987	0.997	0.998	42.189	0.986	0.948
187	NaN	0.076	0.986	0.988	0.996	0.998	42.186	0.987	0.948
188	NaN	0.084	0.985	0.986	0.996	0.997	42.189	0.987	0.948
189	NaN	0.074	0.987	0.987	0.997	0.998	42.196	0.987	0.949
190	NaN	0.07	0.987	0.989	0.997	0.998	42.191	0.989	0.949
191	NaN	0.064	0.987	0.991	0.997	0.998	42.198	0.988	0.949
192	NaN	0.072	0.986	0.989	0.997	0.998	42.182	0.989	0.948
193	NaN	0.075	0.987	0.988	0.998	0.999	42.195	0.989	0.949
194	NaN	0.087	0.986	0.983	0.997	0.999	42.191	0.989	0.95
195	NaN	0.076	0.986	0.988	0.997	0.999	42.196	0.989	0.949
196	NaN	0.076	0.986	0.987	0.997	0.998	42.195	0.987	0.948
197	NaN	0.079	0.987	0.986	0.997	0.998	42.193	0.987	0.949
198	NaN	0.072	0.987	0.989	0.997	0.998	42.194	0.988	0.949
199	NaN	0.078	0.987	0.987	0.997	0.997	42.191	0.986	0.948
200	NaN	0.074	0.987	0.988	0.997	0.998	42.188	0.988	0.948
201	NaN	0.078	0.986	0.988	0.997	0.998	42.192	0.987	0.948
202	NaN	0.072	0.987	0.987	0.996	0.998	42.199	0.986	0.95
203	NaN	0.077	0.986	0.987	0.997	0.998	42.187	0.986	0.948
204	NaN	0.083	0.986	0.985	0.997	0.999	42.194	0.989	0.949
205	NaN	0.072	0.987	0.989	0.997	0.997	42.182	0.985	0.948
206	NaN	0.069	0.988	0.988	0.996	0.998	42.196	0.985	0.949
207	NaN	0.078	0.986	0.988	0.998	0.999	42.191	0.988	0.948
208	NaN	0.077	0.986	0.987	0.996	0.997	42.193	0.985	0.949
209	NaN	0.077	0.987	0.988	0.997	0.997	42.195	0.987	0.949
210	NaN	0.082	0.986	0.987	0.996	0.998	42.202	0.988	0.95
211	NaN	0.073	0.986	0.988	0.998	0.998	42.198	0.989	0.95
212	NaN	0.073	0.987	0.988	0.997	0.998	42.19	0.988	0.948
213	NaN	0.073	0.987	0.989	0.997	0.998	42.199	0.986	0.95
214	NaN	0.072	0.986	0.988	0.997	0.998	42.192	0.988	0.948
215	NaN	0.078	0.986	0.987	0.997	0.998	42.197	0.989	0.95
216	NaN	0.087	0.985	0.985	0.998	0.998	42.187	0.988	0.948
217	NaN	0.076	0.986	0.987	0.996	0.998	42.195	0.988	0.949
218	NaN	0.084	0.985	0.984	0.997	0.998	42.198	0.988	0.949
219	NaN	0.083	0.985	0.986	0.997	0.998	42.192	0.987	0.948
220	NaN	0.076	0.987	0.988	0.996	0.998	42.196	0.988	0.949
221	NaN	0.068	0.988	0.99	0.997	0.998	42.19	0.988	0.948
222	NaN	0.076	0.987	0.989	0.997	0.998	42.193	0.988	0.949
223	NaN	0.076	0.987	0.987	0.996	0.998	42.186	0.986	0.948
224	NaN	0.079	0.987	0.986	0.998	0.998	42.191	0.986	0.949
225	NaN	0.086	0.986	0.984	0.997	0.998	42.191	0.987	0.948
226	NaN	0.072	0.989	0.987	0.997	0.998	42.19	0.988	0.948
227	NaN	0.071	0.986	0.989	0.996	0.998	42.199	0.986	0.95
228	NaN	0.077	0.986	0.987	0.998	0.998	42.193	0.987	0.948
229	NaN	0.076	0.987	0.988	0.997	0.998	42.193	0.989	0.949
230	NaN	0.089	0.984	0.986	0.996	0.998	42.188	0.988	0.948
231	NaN	0.08	0.987	0.987	0.996	0.997	42.19	0.988	0.948
232	NaN	0.075	0.986	0.988	0.998	0.998	42.191	0.987	0.948
233	NaN	0.075	0.985	0.987	0.997	0.998	42.201	0.988	0.949
234	NaN	0.074	0.986	0.988	0.996	0.997	42.198	0.988	0.949
235	NaN	0.082	0.986	0.985	0.997	0.998	42.19	0.988	0.949
236	NaN	0.078	0.987	0.987	0.997	0.998	42.193	0.987	0.948
237	NaN	0.079	0.986	0.988	0.997	0.998	42.2	0.989	0.948
238	NaN	0.08	0.985	0.988	0.997	0.998	42.188	0.987	0.948
239	NaN	0.085	0.987	0.984	0.998	0.998	42.19	0.989	0.948
240	NaN	0.08	0.986	0.988	0.997	0.999	42.186	0.987	0.948
241	NaN	0.072	0.986	0.988	0.997	0.998	42.192	0.988	0.948
242	NaN	0.085	0.986	0.985	0.997	0.998	42.202	0.987	0.95
243	NaN	0.078	0.986	0.986	0.996	0.997	42.192	0.987	0.948
244	NaN	0.076	0.987	0.988	0.997	0.998	42.195	0.987	0.949
245	NaN	0.069	0.987	0.988	0.997	0.998	42.188	0.986	0.948
246	NaN	0.076	0.987	0.989	0.997	0.998	42.192	0.988	0.949
247	NaN	0.076	0.985	0.988	0.997	0.998	42.191	0.987	0.948
248	NaN	0.093	0.984	0.986	0.997	0.998	42.195	0.987	0.949
249	NaN	0.075	0.988	0.987	0.997	0.998	42.191	0.987	0.948
250	NaN	0.076	0.987	0.988	0.997	0.998	42.199	0.989	0.949
251	NaN	0.08	0.987	0.986	0.997	0.998	42.192	0.988	0.948
252	NaN	0.081	0.987	0.988	0.998	0.998	42.189	0.989	0.948
253	NaN	0.083	0.986	0.987	0.997	0.998	42.192	0.988	0.949
254	NaN	0.084	0.986	0.985	0.996	0.998	42.191	0.986	0.948
255	NaN	0.072	0.986	0.989	0.997	0.998	42.197	0.988	0.949
256	NaN	0.08	0.987	0.986	0.997	0.998	42.194	0.987	0.949
257	NaN	0.076	0.987	0.986	0.998	0.998	42.192	0.989	0.948
258	NaN	0.076	0.986	0.988	0.996	0.997	42.197	0.984	0.949
259	NaN	0.078	0.987	0.987	0.997	0.998	42.191	0.988	0.948
260	NaN	0.076	0.986	0.986	0.997	0.998	42.198	0.989	0.949
261	NaN	0.076	0.987	0.987	0.997	0.998	42.19	0.988	0.948
262	NaN	0.077	0.986	0.987	0.997	0.998	42.194	0.988	0.948
263	NaN	0.075	0.987	0.989	0.997	0.998	42.186	0.985	0.947
264	NaN	0.082	0.985	0.986	0.998	0.998	42.198	0.988	0.949
265	NaN	0.07	0.986	0.99	0.997	0.998	42.193	0.988	0.948
266	NaN	0.07	0.988	0.989	0.998	0.998	42.19	0.989	0.949
267	NaN	0.08	0.986	0.987	0.996	0.997	42.192	0.988	0.949
268	NaN	0.079	0.986	0.988	0.997	0.998	42.194	0.988	0.949
269	NaN	0.071	0.987	0.988	0.997	0.998	42.191	0.989	0.949
270	NaN	0.079	0.987	0.987	0.997	0.998	42.189	0.987	0.948
271	NaN	0.078	0.986	0.987	0.998	0.999	42.196	0.989	0.949
272	NaN	0.075	0.987	0.989	0.997	0.998	42.199	0.989	0.949
273	NaN	0.095	0.985	0.983	0.997	0.998	42.188	0.988	0.948
274	NaN	0.074	0.987	0.988	0.998	0.999	42.196	0.988	0.949
275	NaN	0.072	0.988	0.988	0.997	0.999	42.195	0.988	0.949
276	NaN	0.08	0.988	0.987	0.996	0.997	42.188	0.985	0.948
277	NaN	0.083	0.986	0.986	0.997	0.998	42.191	0.987	0.948
278	NaN	0.073	0.987	0.989	0.997	0.998	42.185	0.985	0.947
279	NaN	0.09	0.983	0.986	0.998	0.999	42.189	0.99	0.949
280	NaN	0.09	0.985	0.984	0.998	0.998	42.198	0.989	0.949
281	NaN	0.076	0.987	0.987	0.996	0.997	42.2	0.986	0.95
282	NaN	0.087	0.985	0.984	0.997	0.998	42.196	0.988	0.949
283	NaN	0.075	0.987	0.987	0.997	0.998	42.193	0.99	0.949
284	NaN	0.07	0.988	0.989	0.998	0.998	42.185	0.989	0.948
285	NaN	0.075	0.987	0.988	0.997	0.998	42.196	0.987	0.949
286	NaN	0.077	0.986	0.987	0.997	0.998	42.192	0.987	0.949
287	NaN	0.067	0.987	0.99	0.997	0.998	42.192	0.989	0.949
288	NaN	0.073	0.988	0.986	0.998	0.998	42.191	0.988	0.948
289	NaN	0.074	0.986	0.988	0.997	0.998	42.193	0.989	0.948
290	NaN	0.082	0.986	0.986	0.997	0.998	42.197	0.987	0.949
291	NaN	0.074	0.987	0.988	0.997	0.998	42.19	0.986	0.949
292	NaN	0.071	0.988	0.988	0.997	0.998	42.188	0.987	0.948
293	NaN	0.085	0.986	0.985	0.997	0.998	42.19	0.987	0.948
294	NaN	0.08	0.986	0.987	0.998	0.998	42.194	0.988	0.949
295	NaN	0.075	0.987	0.988	0.997	0.997	42.19	0.987	0.948
296	NaN	0.081	0.986	0.985	0.997	0.998	42.189	0.987	0.948
297	NaN	0.082	0.986	0.986	0.996	0.998	42.193	0.985	0.948
298	NaN	0.083	0.986	0.986	0.997	0.998	42.198	0.987	0.95
299	NaN	0.066	0.988	0.99	0.997	0.998	42.191	0.989	0.949
300	NaN	0.08	0.986	0.986	0.997	0.998	42.194	0.988	0.949
