epoch	train.loss	train.mjpeg_acc	train.raw_acc	val.mjpeg_acc	val.psnr	val.ssim
103	0.374	0.836	0.998	0.776	43.115	0.935
104	0.364	0.84	0.999	0.793	43.12	0.935
105	0.361	0.841	0.999	0.786	43.108	0.934
106	0.37	0.835	0.999	0.796	43.098	0.935
107	0.367	0.838	0.999	0.778	43.111	0.934
108	0.367	0.836	0.999	0.776	43.12	0.935
109	0.369	0.836	0.999	0.78	43.085	0.934
110	0.369	0.837	0.999	0.782	43.112	0.935
111	0.367	0.837	0.999	0.771	43.063	0.934
112	0.366	0.836	0.999	0.784	43.061	0.933
113	0.365	0.838	0.999	0.787	43.078	0.934
114	0.367	0.837	0.999	0.784	43.075	0.933
115	0.359	0.841	0.999	0.778	43.095	0.935
116	0.362	0.838	0.999	0.777	43.041	0.932
117	0.367	0.836	0.999	0.776	43.083	0.934
118	0.368	0.835	0.999	0.769	43.07	0.934
119	0.363	0.839	0.999	0.8	43.099	0.935
120	0.354	0.843	0.999	0.769	43.028	0.931
121	0.362	0.839	0.999	0.77	43.069	0.934
122	0.363	0.837	0.999	0.771	43.047	0.933
123	0.358	0.84	0.999	0.774	43.013	0.931
124	0.36	0.84	0.999	0.78	43.069	0.933
125	0.363	0.838	0.999	0.793	43.03	0.931
126	0.366	0.835	0.999	0.778	43.068	0.934
127	0.364	0.837	0.999	0.779	43.061	0.933
128	0.364	0.837	0.999	0.79	42.999	0.931
129	0.364	0.836	0.999	0.773	43.019	0.934
130	0.362	0.839	0.999	0.793	43.011	0.932
131	0.355	0.841	0.999	0.793	43.022	0.933
132	0.35	0.844	0.999	0.804	43.01	0.932
133	0.347	0.846	0.999	0.818	43.006	0.931
134	0.339	0.851	1.0	0.802	43.012	0.932
135	0.343	0.848	1.0	0.803	43.014	0.931
136	0.347	0.847	0.999	0.801	43.006	0.932
137	0.345	0.847	0.999	0.794	42.994	0.931
138	0.349	0.844	0.999	0.814	43.004	0.931
139	0.351	0.845	0.999	0.814	43.015	0.932
140	0.345	0.848	0.999	0.8	43.021	0.932
141	0.347	0.845	0.999	0.806	43.01	0.932
142	0.349	0.844	0.999	0.806	43.011	0.932
143	0.348	0.846	0.999	0.811	43.021	0.932
144	0.347	0.846	0.999	0.819	43.03	0.932
145	0.351	0.842	0.999	0.818	43.013	0.932
146	0.355	0.84	0.999	0.817	43.027	0.932
147	0.345	0.846	0.999	0.795	43.013	0.931
148	0.348	0.844	1.0	0.81	43.015	0.932
149	0.347	0.845	1.0	0.816	43.015	0.931
150	0.348	0.845	0.999	0.794	43.019	0.931
151	0.351	0.844	0.999	0.811	43.015	0.931
152	0.349	0.846	0.999	0.806	43.017	0.931
153	0.348	0.844	1.0	0.81	43.018	0.931
154	0.352	0.842	1.0	0.818	43.018	0.932
155	0.35	0.844	0.999	0.818	43.007	0.932
156	0.351	0.844	0.999	0.812	43.025	0.932
157	0.352	0.843	0.999	0.811	43.013	0.931
158	0.344	0.847	1.0	0.798	43.027	0.931
159	0.347	0.846	1.0	0.809	43.015	0.931
160	0.349	0.846	1.0	0.817	43.015	0.931
161	0.349	0.845	1.0	0.811	43.016	0.931
162	0.347	0.845	1.0	0.808	43.03	0.932
163	0.347	0.846	1.0	0.79	43.008	0.931
164	0.347	0.845	1.0	0.804	43.028	0.931
165	0.348	0.846	0.999	0.817	43.033	0.932
166	0.347	0.846	1.0	0.788	43.018	0.932
167	0.346	0.846	1.0	0.818	43.026	0.932
168	0.343	0.848	1.0	0.815	43.03	0.931
169	0.349	0.844	1.0	0.807	43.02	0.931
170	0.35	0.844	1.0	0.821	43.005	0.931
171	0.346	0.846	1.0	0.82	43.014	0.932
172	0.348	0.843	1.0	0.801	43.023	0.932
173	0.35	0.843	0.999	0.818	43.008	0.932
174	0.352	0.843	0.999	0.809	43.031	0.932
175	0.352	0.844	0.999	0.815	43.006	0.931
176	0.346	0.846	0.999	0.809	43.029	0.932
177	0.35	0.843	0.999	0.783	43.007	0.932
178	0.346	0.846	1.0	0.806	43.018	0.932
179	0.347	0.847	0.999	0.805	43.032	0.931
180	0.35	0.844	1.0	0.81	43.018	0.931
181	0.346	0.846	1.0	0.799	43.019	0.931
182	0.345	0.849	0.999	0.817	43.02	0.931
183	0.345	0.847	0.999	0.804	43.025	0.931
184	0.344	0.847	1.0	0.812	43.012	0.932
185	0.347	0.845	0.999	0.79	43.022	0.932
186	0.355	0.839	1.0	0.8	43.006	0.931
187	0.348	0.846	0.999	0.813	43.021	0.931
188	0.349	0.845	0.999	0.791	43.023	0.932
189	0.348	0.845	1.0	0.821	43.017	0.932
190	0.35	0.844	0.999	0.814	43.009	0.931
191	0.35	0.843	1.0	0.816	43.033	0.931
192	0.344	0.848	1.0	0.81	43.02	0.931
193	0.346	0.846	0.999	0.824	43.014	0.931
194	0.351	0.844	0.999	0.808	43.015	0.931
195	0.346	0.846	0.999	0.81	43.022	0.932
196	0.348	0.845	0.999	0.806	43.018	0.931
197	0.35	0.843	0.999	0.811	43.021	0.932
198	0.345	0.845	1.0	0.803	43.013	0.931
199	0.348	0.845	0.999	0.81	43.011	0.931
200	0.351	0.843	1.0	0.81	43.028	0.932
