epoch	train.loss	train.mjpeg_acc	train.noise_acc	train.raw_acc	val.mjpeg_acc	val.noise_acc	val.psnr	val.quantized_acc	val.raw_acc	val.ssim
1	2.089	0.507	0.506	0.507	0.517	0.513	43.212	0.52	0.517	0.964
2	2.055	0.545	0.543	0.543	0.56	0.558	42.927	0.558	0.557	0.97
3	2.033	0.561	0.561	0.56	0.563	0.564	42.867	0.564	0.564	0.962
4	2.011	0.571	0.571	0.571	0.58	0.579	43.027	0.582	0.579	0.96
5	1.985	0.584	0.584	0.584	0.589	0.591	42.996	0.591	0.59	0.962
6	1.953	0.599	0.599	0.6	0.605	0.604	42.976	0.61	0.606	0.957
7	1.925	0.611	0.611	0.612	0.618	0.618	42.92	0.623	0.619	0.96
8	1.894	0.624	0.624	0.625	0.62	0.619	42.942	0.622	0.62	0.958
9	1.87	0.632	0.632	0.634	0.643	0.644	42.957	0.647	0.645	0.959
10	1.839	0.643	0.644	0.646	0.648	0.649	42.958	0.653	0.652	0.961
11	1.814	0.651	0.65	0.655	0.65	0.648	42.993	0.66	0.656	0.961
12	1.772	0.665	0.661	0.671	0.668	0.663	43.049	0.676	0.675	0.959
13	1.743	0.673	0.666	0.681	0.684	0.677	43.087	0.692	0.69	0.959
14	1.703	0.684	0.676	0.692	0.672	0.67	43.132	0.691	0.688	0.96
15	1.683	0.69	0.679	0.699	0.69	0.678	43.115	0.705	0.704	0.959
16	1.645	0.7	0.689	0.711	0.696	0.688	43.145	0.712	0.709	0.959
17	1.62	0.706	0.694	0.718	0.696	0.682	43.187	0.718	0.715	0.958
18	1.597	0.712	0.696	0.728	0.712	0.694	43.207	0.73	0.729	0.957
19	1.556	0.724	0.704	0.742	0.722	0.707	43.209	0.745	0.743	0.955
20	1.523	0.729	0.713	0.754	0.737	0.717	43.227	0.762	0.76	0.955
21	1.489	0.736	0.723	0.765	0.732	0.72	43.261	0.761	0.758	0.957
22	1.464	0.741	0.728	0.773	0.749	0.736	43.27	0.782	0.779	0.956
23	1.439	0.747	0.733	0.782	0.751	0.735	43.299	0.785	0.783	0.956
24	1.398	0.755	0.743	0.792	0.745	0.735	43.344	0.791	0.789	0.956
25	1.375	0.759	0.746	0.801	0.77	0.751	43.339	0.811	0.808	0.956
26	1.34	0.769	0.756	0.812	0.765	0.755	43.349	0.818	0.815	0.956
27	1.303	0.776	0.765	0.823	0.775	0.766	43.427	0.831	0.829	0.956
28	1.278	0.779	0.77	0.832	0.781	0.769	43.44	0.84	0.838	0.955
29	1.244	0.786	0.775	0.842	0.784	0.777	43.482	0.846	0.843	0.957
30	1.215	0.791	0.783	0.85	0.796	0.789	43.505	0.861	0.857	0.957
31	1.183	0.797	0.789	0.86	0.796	0.787	43.555	0.865	0.861	0.955
32	1.161	0.799	0.793	0.867	0.797	0.792	43.564	0.87	0.867	0.956
33	1.136	0.802	0.799	0.874	0.804	0.8	43.6	0.877	0.873	0.957
34	1.109	0.805	0.807	0.879	0.797	0.801	43.602	0.88	0.876	0.956
35	1.096	0.806	0.808	0.886	0.801	0.808	43.642	0.888	0.884	0.957
36	1.058	0.81	0.818	0.895	0.811	0.82	43.644	0.902	0.899	0.957
37	1.04	0.812	0.822	0.903	0.813	0.824	43.686	0.909	0.904	0.958
38	1.028	0.812	0.825	0.906	0.815	0.834	43.723	0.918	0.915	0.958
39	1.005	0.815	0.831	0.912	0.812	0.826	43.715	0.911	0.907	0.959
40	0.978	0.819	0.838	0.917	0.827	0.846	43.738	0.929	0.925	0.958
41	0.967	0.82	0.84	0.92	0.802	0.827	43.745	0.919	0.915	0.958
42	0.955	0.821	0.844	0.923	0.826	0.854	43.742	0.932	0.93	0.957
43	0.925	0.824	0.852	0.929	0.82	0.85	43.766	0.931	0.928	0.958
44	0.908	0.826	0.856	0.933	0.799	0.84	43.781	0.928	0.924	0.959
45	0.893	0.826	0.86	0.937	0.82	0.858	43.772	0.943	0.94	0.958
46	0.872	0.831	0.865	0.943	0.8	0.845	43.799	0.931	0.926	0.958
47	0.87	0.829	0.866	0.945	0.827	0.869	43.833	0.953	0.95	0.958
48	0.828	0.837	0.874	0.952	0.837	0.876	43.848	0.958	0.955	0.959
49	0.805	0.84	0.881	0.956	0.836	0.877	43.836	0.955	0.951	0.959
50	0.793	0.842	0.882	0.959	0.84	0.878	43.853	0.962	0.959	0.959
51	0.772	0.843	0.889	0.962	0.833	0.884	43.834	0.962	0.959	0.958
52	0.762	0.843	0.891	0.965	0.819	0.874	43.861	0.961	0.957	0.959
53	0.766	0.841	0.89	0.964	0.843	0.894	43.887	0.969	0.965	0.959
54	0.725	0.848	0.899	0.97	0.832	0.89	43.865	0.964	0.961	0.959
55	0.722	0.849	0.9	0.969	0.844	0.901	43.888	0.971	0.968	0.959
56	0.704	0.851	0.906	0.971	0.845	0.905	43.882	0.974	0.971	0.959
57	0.688	0.853	0.909	0.973	0.847	0.909	43.902	0.976	0.974	0.959
58	0.685	0.851	0.912	0.973	0.846	0.907	43.893	0.974	0.971	0.959
59	0.661	0.855	0.917	0.975	0.835	0.909	43.889	0.971	0.968	0.958
60	0.653	0.855	0.92	0.975	0.858	0.921	43.912	0.978	0.976	0.958
61	0.639	0.857	0.924	0.976	0.851	0.919	43.902	0.978	0.976	0.96
62	0.627	0.859	0.927	0.977	0.86	0.929	43.917	0.979	0.977	0.959
63	0.622	0.857	0.929	0.977	0.856	0.929	43.912	0.98	0.978	0.96
64	0.615	0.857	0.931	0.978	0.857	0.929	43.914	0.977	0.976	0.959
